标题,阅读,评论,字数,影响力,时间
RQFII额度扩大对价值股是有利的！,5517,8,151,4.0,2017-07-04 19:54:51
朱么么预测伊利股份（600887）朱么么画伊利股份,29319,18,274,3.5,2017-04-01 17:52:45
15分KD金叉  20.33  抄底！,9543,15,19,4.5,2017-07-07 15:16:30
日布林上轨有压力  下周开始减仓,19869,49,141,4.5,2017-06-30 16:58:54
周三大涨扇了空头上证50见顶论者重重的耳光！,7742,19,149,4.0,2017-07-05 21:33:27
明天等板，本周上28,17371,17,122,3.0,2017-05-24 16:53:12
伊利股份(600887)大宗交易数据一览(07-05),39868,10,475,0.0,2017-07-05 18:54:10
不惧波动、趋势仍向好,67169,10,1174,0.0,2017-07-04 21:52:07
更正：目标28.68,15725,22,128,3.0,2017-06-01 09:15:40
不是庄保守，还是要摸到21.6附近,16467,36,139,0.0,2017-06-27 10:15:10
漂亮50的诱惑,20180,36,252,4.0,2017-06-05 13:52:50
600887:伊利股份关于竞标结果的公告,92581,39,767,0.0,2017-07-03 18:41:34
达能同意8.75亿美元将有机酸奶品牌售给Lactalis,16642,20,429,4.0,2017-07-03 18:15:05
伊利股份尾盘净流入资金超亿元,151967,22,1766,0.0,2017-06-27 16:16:15
液态奶提速 奶粉复苏，高端升 费用降，2Q收入利,62909,7,1544,0.0,2017-07-03 07:47:21
伊利股份2017年6月29日投资者调研报告,41692,9,371,0.0,2017-06-30 18:50:48
即将高位横盘震荡洗盘了,9817,10,11,4.5,2017-06-26 11:15:22
伊利股份(600887)大宗交易数据一览(06-30),50402,11,483,0.0,2017-06-30 19:29:54
供需形势严峻，销售费用率提升削弱成本下降利润,27797,16,1234,0.0,2016-08-29 13:27:27
坚定选股目标：优质大蓝筹、大蓝筹、还是优质大,35807,66,142,4.0,2016-12-04 11:19:59
但斌:茅台600元不贵 茅台利润是创业板之和!,11580,14,4437,4.0,2017-06-11 08:23:39
最新数据显示:洋鬼子利用今天调整又疯狂进场1.5,19198,16,191,4.5,2017-06-26 17:56:50
1千亿不保了了…垃圾桶,3975,7,132,2.5,2016-09-02 13:17:51
600887:伊利股份关于终止收购中国圣牧有机奶业,55842,21,1782,0.0,2017-04-27 23:43:03
伊利股份//600887难得的捕捞时刻 抓紧机会吧,11346,63,101,0.0,2017-06-16 09:56:06
有效突破21.50三天，即将一马平川。,9311,7,19,4.5,2017-06-23 15:10:05
伊利上升通道，25见。,20003,72,132,1.0,2017-06-28 11:48:05
那求扩散与转发,3606,18,121,0.0,2017-06-29 16:49:54
21.15  上车！,12439,33,10,4.5,2017-06-28 09:49:06
收盘后最新数据显示伊利股份洋鬼子今天果然打压,15104,9,183,4.5,2017-06-28 19:03:52
19.89做空伊利,17002,38,128,3.0,2017-06-19 14:07:54
18元左在的伊利爱喝有什么理由不买?没有理由!,31350,54,188,4.0,2016-12-05 16:45:28
伊利与皇马战略牵手，冠军品质闪耀马德里！,22004,21,845,4.0,2017-05-26 16:33:43
“漂亮50”和“杀猪3000”共存的时代！,10918,13,765,4.0,2017-05-23 22:29:25
MSCI明年才落地,8955,28,138,0.0,2017-06-21 09:23:18
伊利股份2017年6月23日投资者调研活动,55102,5,341,0.0,2017-06-23 19:17:51
洋鬼子沪港通资金利用下午洗盘又买了1.4个亿 超,20335,19,173,4.5,2017-06-22 20:57:19
"IPO常态去""中小创""垃圾成定局伊利春天到来！",11014,13,136,4.0,2017-06-10 09:38:26
姐是起床呀还是继续躺床上,8079,14,124,3.0,2017-05-31 09:49:33
洋鬼子今天又疯狂进场9228万元。 看来主升浪即,16085,13,163,4.5,2017-06-21 19:48:49
伊利股份600887重大利好消息，后市必定暴涨连连,19588,17,607,4.0,2016-12-08 09:43:08
我说的伊利股份和我杀入13000股，祝贺了,15645,144,152,0.0,2017-06-19 21:55:20
600887:伊利股份关于股东股权质押公告,51965,29,588,0.0,2017-06-20 18:15:28
天变不足畏，祖宗不足法，人言不足恤。,21804,464,146,3.5,2017-06-13 19:33:17
刘胜军反击韩志国:股民受伤不是因IPO太多而是太,10032,14,957,4.0,2017-06-16 16:36:54
中欧食品安全研究项目启动 伊利成为入选中国乳,18127,7,808,4.0,2017-06-16 20:47:28
我宣布 19.92 再次满仓了伊利股份！,9227,20,20,4.5,2017-06-19 10:51:23
伊利每每创一个高点都是你下杀的理由吗？,38391,76,424,2.5,2017-05-31 17:54:33
伊利的筹码被谁接走了？,10123,23,11,4.5,2017-06-14 10:55:17
伊利股份(600887)融资融券信息(06-13),6464,4,546,0.0,2017-06-14 07:43:12
我北冥帝尽力了 大部队全都进了,12585,44,140,0.0,2017-06-14 14:43:02
600887:伊利股份关于投资设立互联网小额贷款公,46150,21,1809,0.0,2017-06-13 18:40:07
17市盈率的伊利今天像是在逃命?看来机构很不看,16793,22,164,4.0,2017-06-14 15:49:27
越过20.65 将一马平川,11690,34,13,4.5,2017-06-13 14:26:07
北冥万手哥来了 希望你们与我共进退  生死在天 ,32902,124,165,0.0,2017-06-08 17:34:41
伊利股份(600887)大宗交易数据一览(06-14),26024,11,511,0.0,2017-06-14 18:26:43
继续增持…[大笑][大笑][大笑],30705,48,132,3.5,2017-04-10 13:39:10
伊利股份(600887)大宗交易数据一览(06-13),34926,13,483,0.0,2017-06-13 18:26:03
但斌：A股的上证50全世界最便宜！,7452,7,172,4.0,2017-06-12 23:26:36
伊利股份2017年5月24日投资者调研记录,18705,3,236,0.0,2017-05-31 13:54:34
郁闷，上周五没买,3390,4,126,3.5,2017-06-08 15:08:47
伊利不会跌到哪儿去。,27803,17,294,3.0,2017-05-05 10:40:01
那些动不动就高喊暂停IPO的基本都是骗子!,7022,10,2234,4.0,2017-06-01 21:51:31
做波段的踏空了吧。那个什么九剑什么什么。哈哈,12165,25,186,1.0,2017-06-08 15:09:59
再改革也是牛奶，市值上千亿也是醉了。 正常合,14921,10,209,3.0,2017-06-11 10:16:26
再多的情话也换不回决心要走的爱人  ,4250,10,138,1.5,2017-06-11 18:58:21
伊利股份600887，该股属于食品饮料行业，也是国,14591,6,519,2.0,2017-06-07 21:50:24
感觉今天要站上20了，,8379,62,132,2.5,2017-06-08 14:17:29
证券时报社评：保持定力 咬定市场化改革不放松,3598,5,1757,4.0,2017-06-08 23:41:52
伊利，大家帮我看看要不要出？,6374,7,181,3.0,2017-06-08 14:48:44
伊利股份2017年6月7日投资者调研报告,47442,5,532,0.0,2017-06-08 17:39:15
伊利，你可以的，期待你的爆发，让我们拭目以待,2967,19,158,3.0,2017-05-25 11:02:24
下周一定上28元,15935,19,145,3.0,2017-05-19 23:00:05
伊利，合适不浮躁的我！,12662,9,165,3.0,2017-05-16 13:11:47
600887  日KD死叉的股票不能碰！,10711,19,135,4.5,2017-06-06 14:40:49
