标题,阅读,评论,字数,影响力,时间
带量且突破可加仓！,23406,53,152,0.0,2016-12-21 18:53:27
风景这边独好！,10187,23,108,3.5,2017-02-03 08:36:24
减仓，虽然交易量有起来，但是很明显主力在撤退,24005,70,156,3.5,2017-02-09 10:36:14
中国中铁(601390)大宗交易数据一览(02-10),25734,8,459,0.0,2017-02-10 18:47:00
中铁的成交量起不来，想做短线的朋友可以等等再,9153,17,188,3.5,2017-02-08 06:25:36
减持公告：因鸡年是本命年，为防止失财，决定在,33706,71,200,4.0,2017-01-17 20:18:44
如果早点找中国修高铁，美弟也不会有今天呀!,11298,9,187,4.5,2017-02-06 19:36:46
导语：股票市场不是年轻人应该去的地方。对年轻,7185,7,2562,3.0,2017-02-03 15:20:06
中国中铁的中小股东们，大家新年好,19071,30,248,3.5,2017-01-28 17:04:21
首次覆盖研究：铁路、市政两手硬，龙头企业仍有,83735,10,1332,0.0,2016-11-11 18:03:47
基建龙头，海外新签合同首超百亿美元,93883,71,1367,0.0,2016-03-31 15:33:36
拟与中铁二局资产置换，体现改革魄力和创新能力,26196,29,1090,0.0,2015-09-21 09:45:04
公告点评：中铁整合第一步，下半年国企改革大概,102448,62,685,0.0,2015-09-23 13:29:05
业绩增长稳健，盈利能力提升,29006,40,956,0.0,2015-11-01 18:02:14
601390:中国中铁2016年第四季度主要经营数据公,77492,9,980,0.0,2017-01-24 19:28:00
选方向的关键时刻,19584,14,237,3.0,2015-12-23 19:37:03
盈利能力持续提升，重点关注基建刺激及海外拓展,19185,28,1278,0.0,2015-11-03 08:13:48
业绩增长符合预期，期待海外业务扩张,9737,9,1033,0.0,2015-09-01 09:03:49
大家这个时候坚决管住手，不要乱买,17495,18,238,3.5,2017-01-19 13:34:01
业绩大增，订单充足，有望充分受益于PPP,36505,9,1368,0.0,2016-10-31 09:58:10
中国中铁：2016年累计新签合同额12350亿元 同比,17239,8,221,0.0,2017-01-24 20:23:56
下周冲击11 有人信吗,11881,17,132,3.0,2017-01-20 15:19:32
