标题,帖子数,日期,情感
5月第1周，眼睛睁大点。,49733,61,2016-05-01 06:35:51,0.02543470518135449
16.05.17：路过 离底尚远,6632,1,2016-05-17 07:38:26,0.4598536047172602
中国交建南美区域公司在巴西成立,5892,8,2016-05-13 10:50:21,0.8569567077777389
4月第1周收红？,56333,66,2016-04-01 15:21:45,0.04044389764978795
中国交建一季度净利润逾23亿元增长17.6%,14567,13,2016-04-26 17:15:52,0.5379367820925935
建严重低估的中国股市将会合力拉出一波具特色气,29681,19,2016-01-24 15:07:37,0.9974684426258216
碰到鬼了。最高点买的。碰到鬼了。最高点买的。,65491,61,2015-11-23 15:41:53,0.44255785939643555
601800:中国交建关于子公司发生起重机倒塌事故,34214,18,2016-04-14 21:07:18,0.5485429677181327
中国交建子公司工地发生坍塌事故 12死2失联,21835,15,2016-04-13 17:57:54,0.07590331059542543
抓住交建春节这一波。,29323,19,2016-01-28 07:51:43,0.38620549764714573
下周初进场，抢反弹。,39270,38,2016-01-15 17:00:25,0.8416134506468717
3月第3周的期盼,41860,64,2016-03-11 16:41:07,0.14565155261590623
祝股友猴年快乐，发达。,63298,57,2016-02-07 08:02:39,0.992086531719243
3月最后一周的红色期待。,26713,35,2016-03-25 16:54:53,0.41310336395978753
601800:中国交建H股公告(截至二零一五年十二月,25002,8,2016-03-29 18:25:01,0.22453063464507284
幽灵！一个黑科技幽灵！在中国，在东旭光电诞生,10081,22,2016-03-24 12:10:30,0.9246508394587114
601800:中国交建2015年年报摘要,23623,4,2016-03-28 22:10:02,0.6000523727908302
今天让大家杀入的中国交建,想必大家都有賺到了,14407,30,2016-03-21 15:33:25,0.4403528210331271
中国交建创新ppp模式助力贵州88县实现“县县通,14099,7,2016-03-18 16:19:17,0.8903206546814478
明天大盘震荡变盘向下,10383,12,2016-03-16 18:12:40,0.3069077756260691
周三大盘震荡向下,9377,5,2016-03-15 16:13:37,0.43554154748932494
