标题,帖子数,日期,情感
农行联手百度启动战略合作 实现数字化普惠金融,18827,9,2017-06-20 17:14:18,0.9638577011024175
3.44元可以试探性买点。,12357,35,2017-06-15 13:41:07,0.8912933549092019
透过市场看刘士余：为什么买？,9424,7,2017-06-10 09:52:42,0.9055914888475547
抛弃农行，拉东财指数，老大套路,5702,50,2017-06-02 13:45:20,0.2568456015852145
农业银行，2016年总结与2017年展望！,32059,23,2017-01-02 21:21:47,0.5287382965721137
如果抱着吃差价买农行股，你有病啊！买农行股你,15654,16,2017-06-07 06:15:11,0.027690127488572802
3.48元竟成交了！,21332,46,2017-06-05 11:39:22,0.04782156278319649
[抄底]截止2017-03-31上海银行601229十大流通股,6762,9,2017-04-30 09:54:19,0.05013977284995552
价值投资者抄底后就等坐轿---笑看江湖,8678,15,2017-03-27 18:04:34,0.9922494941203016
叫交警过来 隔10分钟就来贴一次罚单 看他能停多,3501,27,2017-04-26 13:27:34,0.017034322557107906
强拉权重股后果很严重！             从昨天的,7975,6,2017-06-02 06:52:03,0.3350943262371937
倒着倒着就剩散户，主力,3337,13,2017-05-27 16:05:05,0.130079329563501
入摩前后券商翻倍?MSCI将于6月20日公布是否纳入,5776,10,2017-05-23 12:12:34,0.048946470957692556
我真他妈的荣幸！,13790,30,2017-05-06 15:22:41,0.744518600098334
东吴证券：农行目标价 4.28 元，给“买入”评级,10703,6,2017-06-01 11:39:01,0.8530358432301636
4.2元仅是农行初期应该达到的价位（约2017半年,11359,12,2017-04-23 09:48:37,0.6417496921655012
资产质量持续改善，低估值高股息率值得关注,38933,6,2017-05-31 07:29:21,0.9834529747627614
我的农业银行将来的高点现在已经很明确啦，可还,37516,137,2017-05-22 14:18:53,0.7218614241901957
农行甩掉不良贷的包袱是好事!,7752,9,2016-07-11 08:13:21,0.8924268117935449
银行的钱用的有问题，很正常的事情,6248,14,2016-07-05 08:48:26,0.16760012581362282
农业银行(601288)融资融券信息(05-25),7813,3,2017-05-26 07:52:13,0.8409936555524866
宁波港601018重大事项复牌联农业银行,82439,99,2016-04-06 11:30:29,0.6350588759332497
感觉农行走茅台的走势，走三步退两步，过一个月,6538,39,2017-05-24 11:34:37,0.4346162081822693
