标题,帖子数,回帖数,时间,情感
有望冲过7.76，上升趋势䃒立。,5655,21,2017-04-06 14:09:09,0.666804945172101
费率调整凸显价格优势，运量回流扫除业绩阴霾,17155,4,2017-06-09 09:45:17,0.6260038814343398
这就是所谓的价值投资？,3910,1,2017-06-22 13:49:18,0.9045413616333499
感觉跌不下去了,4269,0,2017-06-22 14:54:34,0.14494405161539747
抢权行情路漫漫，与庄共舞乐融融。,5007,0,2017-06-22 14:54:46,0.9680688716265137
什么情况，这票跳水,3873,0,2017-06-22 13:58:49,0.14918852727235166
多少散户在晕龙疯虎的忽悠下套在了相对高点。真,24136,68,2017-06-05 19:29:42,0.038233288716756464
上汽集团已从自选中删除，大秦也不远了。,12327,30,2017-06-13 14:47:03,0.0881175273023308
想占郭字队的便宜，休想！,16625,51,2017-05-25 13:43:44,0.8457173860755536
5月日均运量121万吨 用电高峰有望维持满载,24985,7,2017-06-14 15:28:34,0.5889644360627415
601006:大秦铁路2016年年度股东大会决议公告,36815,7,2017-05-19 19:06:49,0.7030501384368975
大奏铁路，早盘跌多少，收盘就升多少,1569,7,2017-05-24 11:18:34,0.5107099140139272
四十九种阳面组  进入之后慢慢悟  三十六种阳面,6127,11,2017-06-10 17:40:24,0.991077459123367
601006:大秦铁路关于参加山西辖区上市公司2017,31496,11,2017-06-13 18:40:07,0.5801679337768073
砸盘套人，阴跌闷杀出货[鼓掌][鼓掌][鼓掌]希望,1744,30,2017-04-25 11:04:12,0.9234371204304622
云龙风虎，你又出来了，这次一定把你j奸了。,13162,36,2017-05-20 17:02:05,0.40355660870989074
走了！心里安心今晚可以睡个好觉，被主力玩真不,6221,14,2017-05-25 19:27:27,0.03349713171320201
601006:大秦铁路关于选举职工代表董事、职工代,26306,10,2017-05-16 16:11:10,0.3030963129191092
5月大秦线接近满负荷，期待夏季煤炭旺季来临,17538,4,2017-06-09 08:59:38,0.4851383686497034
601006：长线投资买进。,16811,51,2017-05-18 02:10:16,0.830497149902868
601006:大秦铁路2017年5月大秦线生产经营数据简,37033,9,2017-06-08 15:46:44,0.41632112579292524
食之无味，弃之可惜！大秦，你拿什么来爱我！,42669,128,2017-03-22 16:00:38,0.9089700637858884
大秦铁路(601006)融资融券信息(06-01),5328,4,2017-06-02 07:50:13,0.7884728735409863
中国恒大地产大涨15%连创新高 今年暴涨195%  凤,6949,62,2017-05-29 13:58:49,0.9843325384999048
天天低开，有意思吗,5139,12,2017-05-25 09:36:38,0.8081930401093922
下调电气化附加利润影响有限，意在降低物流用能,16341,3,2017-06-01 09:07:41,0.5136036964778123
向下调整开始,6798,18,2017-04-21 11:03:28,0.4308753477837757
大秦铁路:庄家大阴谋，该小心！,8107,7,2017-06-01 13:27:23,0.4530463641197344
派现太少，提议赵春雷下岗、建议东福跟随…,31117,96,2017-04-29 13:27:47,0.957158111006009
大秦铁路，明天或涨停！,18100,20,2017-05-17 18:08:01,0.3184875069312658
大秦铁路(601006)融资融券信息(05-25),7576,22,2017-05-26 07:51:05,0.7884728735409863
希望下周继续红盘,4361,22,2017-06-02 17:31:22,0.5107125457824768
只是格局上的变化,4984,23,2017-04-26 21:47:52,0.5175966805793916
601006:大秦铁路:2016年度控股股东及其他关联方,4593,4,2017-04-26 17:24:00,0.24129328038585096
601006:大秦铁路2015年度利润分配实施公告,123205,41,2016-06-29 18:00:10,0.161260298097759
大秦铁路(601006)融资融券信息(05-19),7553,3,2017-05-20 07:46:32,0.7884728735409863
打新离不开市值，市值离不开稳健的大秦…,6892,14,2017-05-19 21:57:50,0.06522267795330272
电气化附加费和电价同步调整，预计影响17年业绩,26311,5,2017-06-01 19:28:57,0.2332332006542176
因为股票，我们走到了一起...,3050,6,2017-05-25 18:09:59,0.7137621822909624
大秦本月能看到多少？10元的成本，是不是该走了,10105,13,2017-05-19 08:17:08,0.23491594264314586
《大秦铁路》－ 万年等一回！,5966,15,2017-05-19 17:32:46,0.5512761426551629
601006:大秦铁路关于调整铁路电气化附加费的公,37981,19,2017-05-31 20:14:32,0.43615492921002885
来算一下大秦今年的业绩 ，不得不说第一季度惊,26043,19,2017-04-08 18:31:06,0.9189938787349823
各路人马正在评估年报和一季报同时出炉的影响,3371,18,2017-04-26 23:00:14,0.05228499383532792
分红不理想。,1726,17,2017-04-27 08:19:31,0.38979996139734696
铁总：希望与阿里巴巴在混合所有制改革领域深化,7342,14,2017-05-17 15:44:33,0.9999860936054529
告诉你尾盘拉升的秘密--基金保仓位,9262,8,2017-05-22 15:15:53,0.9230006988842203
七个严禁，没有第八个严禁---没有严禁炒雄安概,19965,154,2017-04-06 20:05:20,0.8991304528612256
大秦是中国经济的耻辱，在世界上出卖着第二经济,44328,48,2017-01-26 10:52:03,0.9747121646597524
数据分析-持有大秦铁路是明智的,16803,46,2017-05-21 11:58:39,0.8405487819320576
本吧有三个偏痴狂,8388,8,2017-05-22 12:18:44,0.34430934941875213
听我的没错，买创业板都不要买大秦！我朋友的创,8261,18,2017-05-21 12:20:56,0.6507534762584143
或与公司业绩相匹配,5457,20,2017-05-17 12:45:15,0.6669561107233661
大秦铁路混改和业绩--引入加太铁路、美铁，还是,11452,14,2017-04-24 15:27:55,0.9438693941673458
好久没发言了，送走了忠实的河源网友，今天又送,9403,19,2017-05-15 23:04:59,0.40280779768666686
拿住大秦 要长期持有,32771,53,2016-07-25 11:23:25,0.11735208030161526
大秦铁路价值投资买入策略,226777,408,2016-01-14 10:55:50,0.9894045111052804
宁波港601018重大事项复牌联手铁路,65116,82,2016-04-07 11:03:51,0.2860469088834543
持股9个月，终于迎来大秦的春天，接下来一个半,15577,27,2017-03-25 20:47:12,0.0330493848592035
天津港禁汽运煤时限或提前，大秦铁路运量有望达,25529,13,2017-04-17 22:01:00,0.060593714896265416
大秦铁路，绝不割肉,60144,72,2016-05-02 10:23:18,0.37384576756737
大秦持股41.16%,19550,27,2017-04-04 12:51:36,0.16853909459910577
大秦铁路一季度净利预增45% 大秦线货物运输量增,33447,16,2017-04-07 16:03:53,0.11663206323915842
601006:大秦铁路2017年4月大秦线生产经营数据简,25687,7,2017-05-10 16:26:16,0.3694933259292632
点评大秦年报与季报：略高与预期，未派特别股息,8200,8,2017-04-26 19:11:21,0.43956394324237
云龙在，大禽不拉[胜利][胜利][胜利],3400,25,2017-04-11 10:51:13,0.8300095666313354
大秦铁路目标价上调到69.99元，是基与未来三个,10700,12,2017-03-26 08:26:34,0.9603578564761496
大秦铁路，与你同行,21921,34,2016-05-04 13:41:02,0.15262847583677308
601006:大秦铁路2016年年度报告,19195,10,2017-04-26 17:23:08,0.6278539360041306
也许大秦会涨到100元以上，有没有人和我一样想,9772,15,2017-04-01 11:20:14,0.5044591870766606
量价双升跑赢业绩 基本面改善拐点明确,13252,4,2017-04-26 19:22:26,0.9766933384440458
哈哈哈～哈哈哈～哈哈哈～云龙在哪？出来走二步,3164,21,2017-04-13 11:00:01,0.9998487495987767
再次告诉你们，云龙不走，大秦不涨[胜利][胜利],7654,22,2017-04-12 12:22:12,0.6144558945185754
601006:大秦铁路2017年第一季度报告,25497,9,2017-04-26 17:23:36,0.7560066739327199
大秦一般开盘涨时，收盘都是靠不住的，这个小散,3857,22,2017-04-13 09:53:55,0.25861415226602613
大秦铁路：大秦线2月货运量同比增近三成,28818,10,2017-03-09 16:19:04,0.20046191282147108
【联讯交运公司点评】大秦铁路：天津港禁汽运煤,16114,10,2017-04-25 12:48:13,0.04668999521481676
长期基本面依旧向好，静待估值修复,15198,6,2017-04-25 17:35:37,0.8865067392907753
大秦今天收盘8.88元，不符的话俺给你们吃屎。。,7264,13,2017-04-21 08:33:22,0.16585289512692725
很好，一季度还没提价，业绩就恢复0.2上方了，,5284,20,2017-04-07 18:58:36,0.2617385404906035
大秦铁路个人剖析,33601,37,2017-03-11 08:35:15,0.8294457583903986
为什么多次出现125手买盘哥?,5115,23,2017-04-12 13:24:10,0.566806933632466
4.0工业革命凸起黑科技受惠的上市公司（转）,10778,15,2017-04-03 15:53:24,0.2962239259185949
秦港涨势多好！大秦有点让人失望。没法，拿到今,2441,19,2017-04-10 14:52:47,0.03501494301639796
外资进场十分坚绝，看戏,5005,21,2017-04-12 14:09:08,0.5188071024048299
那些说什么有桩啊，骗散户筹码啊，好业绩啊～～,5071,27,2017-04-19 13:11:44,0.23355056784716044
国泰君安，十足空狗，汉奸！[胜利][胜利][胜利],2918,21,2017-04-17 13:40:19,0.9591154004035625
地主赢还是农民赢？,5603,8,2017-04-10 21:51:03,0.8538395238175275
