行情  sz300059
鸿达兴业(002002)  sz002002
伟星股份(002003)  sz002003
华邦健康(002004)  sz002004
德豪润达(002005)  sz002005
精功科技(002006)  sz002006
华兰生物(002007)  sz002007
大族激光(002008)  sz002008
天奇股份(002009)  sz002009
传化智联(002010)  sz002010
盾安环境(002011)  sz002011
凯恩股份(002012)  sz002012
中航机电(002013)  sz002013
永新股份(002014)  sz002014
霞客环保(002015)  sz002015
世荣兆业(002016)  sz002016
东信和平(002017)  sz002017
华信国际(002018)  sz002018
亿帆医药(002019)  sz002019
京新药业(002020)  sz002020
中捷资源(002021)  sz002021
科华生物(002022)  sz002022
海特高新(002023)  sz002023
苏宁易购(002024)  sz002024
航天电器(002025)  sz002025
山东威达(002026)  sz002026
分众传媒(002027)  sz002027
思源电气(002028)  sz002028
七匹狼(002029)  sz002029
达安基因(002030)  sz002030
巨轮智能(002031)  sz002031
苏泊尔(002032)  sz002032
丽江旅游(002033)  sz002033
旺能环境(002034)  sz002034
华帝股份(002035)  sz002035
联创电子(002036)  sz002036
久联发展(002037)  sz002037
双鹭药业(002038)  sz002038
黔源电力(002039)  sz002039
南京港(002040)  sz002040
登海种业(002041)  sz002041
华孚时尚(002042)  sz002042
兔宝宝(002043)  sz002043
美年健康(002044)  sz002044
国光电器(002045)  sz002045
轴研科技(002046)  sz002046
宝鹰股份(002047)  sz002047
宁波华翔(002048)  sz002048
紫光国芯(002049)  sz002049
三花智控(002050)  sz002050
中工国际(002051)  sz002051
同洲电子(002052)  sz002052
云南能投(002053)  sz002053
德美化工(002054)  sz002054
得润电子(002055)  sz002055
横店东磁(002056)  sz002056
中钢天源(002057)  sz002057
威尔泰(002058)  sz002058
云南旅游(002059)  sz002059
粤水电(002060)  sz002060
浙江交科(002061)  sz002061
宏润建设(002062)  sz002062
远光软件(002063)  sz002063
华峰氨纶(002064)  sz002064
东华软件(002065)  sz002065
瑞泰科技(002066)  sz002066
景兴纸业(002067)  sz002067
黑猫股份(002068)  sz002068
獐子岛(002069)  sz002069
长城影视(002071)  sz002071
凯瑞德(002072)  sz002072
软控股份(002073)  sz002073
国轩高科(002074)  sz002074
沙钢股份(002075)  sz002075
雪莱特(002076)  sz002076
大港股份(002077)  sz002077
太阳纸业(002078)  sz002078
苏州固锝(002079)  sz002079
中材科技(002080)  sz002080
金螳螂(002081)  sz002081
万邦德(002082)  sz002082
孚日股份(002083)  sz002083
海鸥住工(002084)  sz002084
万丰奥威(002085)  sz002085
东方海洋(002086)  sz002086
新野纺织(002087)  sz002087
鲁阳节能(002088)  sz002088
新海宜(002089)  sz002089
金智科技(002090)  sz002090
江苏国泰(002091)  sz002091
中泰化学(002092)  sz002092
国脉科技(002093)  sz002093
青岛金王(002094)  sz002094
生意宝(002095)  sz002095
南岭民爆(002096)  sz002096
山河智能(002097)  sz002097
浔兴股份(002098)  sz002098
海翔药业(002099)  sz002099
天康生物(002100)  sz002100
广东鸿图(002101)  sz002101
冠福股份(002102)  sz002102
广博股份(002103)  sz002103
恒宝股份(002104)  sz002104
信隆健康(002105)  sz002105
莱宝高科(002106)  sz002106
沃华医药(002107)  sz002107
沧州明珠(002108)  sz002108
兴化股份(002109)  sz002109
三钢闽光(002110)  sz002110
威海广泰(002111)  sz002111
三变科技(002112)  sz002112
天润数娱(002113)  sz002113
罗平锌电(002114)  sz002114
三维通信(002115)  sz002115
中国海诚(002116)  sz002116
东港股份(002117)  sz002117
紫鑫药业(002118)  sz002118
康强电子(002119)  sz002119
韵达股份(002120)  sz002120
科陆电子(002121)  sz002121
天马股份(002122)  sz002122
梦网集团(002123)  sz002123
天邦股份(002124)  sz002124
湘潭电化(002125)  sz002125
银轮股份(002126)  sz002126
南极电商(002127)  sz002127
露天煤业(002128)  sz002128
中环股份(002129)  sz002129
沃尔核材(002130)  sz002130
利欧股份(002131)  sz002131
恒星科技(002132)  sz002132
广宇集团(002133)  sz002133
东南网架(002135)  sz002135
安纳达(002136)  sz002136
麦达数字(002137)  sz002137
顺络电子(002138)  sz002138
拓邦股份(002139)  sz002139
东华科技(002140)  sz002140
贤丰控股(002141)  sz002141
宁波银行(002142)  sz002142
印纪传媒(002143)  sz002143
宏达高科(002144)  sz002144
中核钛白(002145)  sz002145
荣盛发展(002146)  sz002146
新光圆成(002147)  sz002147
北纬科技(002148)  sz002148
西部材料(002149)  sz002149
通润装备(002150)  sz002150
北斗星通(002151)  sz002151
广电运通(002152)  sz002152
石基信息(002153)  sz002153
报喜鸟(002154)  sz002154
湖南黄金(002155)  sz002155
通富微电(002156)  sz002156
正邦科技(002157)  sz002157
汉钟精机(002158)  sz002158
三特索道(002159)  sz002159
常铝股份(002160)  sz002160
远望谷(002161)  sz002161
悦心健康(002162)  sz002162
中航三鑫(002163)  sz002163
宁波东力(002164)  sz002164
红宝丽(002165)  sz002165
莱茵生物(002166)  sz002166
东方锆业(002167)  sz002167
深圳惠程(002168)  sz002168
智光电气(002169)  sz002169
芭田股份(002170)  sz002170
楚江新材(002171)  sz002171
澳洋科技(002172)  sz002172
创新医疗(002173)  sz002173
游族网络(002174)  sz002174
东方网络(002175)  sz002175
江特电机(002176)  sz002176
御银股份(002177)  sz002177
延华智能(002178)  sz002178
中航光电(002179)  sz002179
纳思达(002180)  sz002180
粤传媒(002181)  sz002181
云海金属(002182)  sz002182
怡亚通(002183)  sz002183
海得控制(002184)  sz002184
华天科技(002185)  sz002185
全聚德(002186)  sz002186
广百股份(002187)  sz002187
利达光电(002189)  sz002189
成飞集成(002190)  sz002190
劲嘉股份(002191)  sz002191
融捷股份(002192)  sz002192
如意集团(002193)  sz002193
武汉凡谷(002194)  sz002194
二三四五(002195)  sz002195
方正电机(002196)  sz002196
证通电子(002197)  sz002197
嘉应制药(002198)  sz002198
东晶电子(002199)  sz002199
云投生态(002200)  sz002200
九鼎新材(002201)  sz002201
金风科技(002202)  sz002202
海亮股份(002203)  sz002203
大连重工(002204)  sz002204
国统股份(002205)  sz002205
海利得(002206)  sz002206
合肥城建(002208)  sz002208
达意隆(002209)  sz002209
飞马国际(002210)  sz002210
宏达新材(002211)  sz002211
南洋股份(002212)  sz002212
特尔佳(002213)  sz002213
大立科技(002214)  sz002214
诺普信(002215)  sz002215
三全食品(002216)  sz002216
合力泰(002217)  sz002217
拓日新能(002218)  sz002218
恒康医疗(002219)  sz002219
天宝食品(002220)  sz002220
东华能源(002221)  sz002221
福晶科技(002222)  sz002222
鱼跃医疗(002223)  sz002223
三力士(002224)  sz002224
濮耐股份(002225)  sz002225
江南化工(002226)  sz002226
奥特迅(002227)  sz002227
合兴包装(002228)  sz002228
鸿博股份(002229)  sz002229
科大讯飞(002230)  sz002230
奥维通信(002231)  sz002231
启明信息(002232)  sz002232
塔牌集团(002233)  sz002233
民和股份(002234)  sz002234
安妮股份(002235)  sz002235
大华股份(002236)  sz002236
恒邦股份(002237)  sz002237
天威视讯(002238)  sz002238
奥特佳(002239)  sz002239
威华股份(002240)  sz002240
歌尔股份(002241)  sz002241
九阳股份(002242)  sz002242
通产丽星(002243)  sz002243
滨江集团(002244)  sz002244
澳洋顺昌(002245)  sz002245
北化股份(002246)  sz002246
帝龙文化(002247)  sz002247
大洋电机(002249)  sz002249
联化科技(002250)  sz002250
步步高(002251)  sz002251
上海莱士(002252)  sz002252
川大智胜(002253)  sz002253
泰和新材(002254)  sz002254
海陆重工(002255)  sz002255
兆新股份(002256)  sz002256
立立电子(002257)  sz002257
利尔化学(002258)  sz002258
升达林业(002259)  sz002259
德奥通航(002260)  sz002260
拓维信息(002261)  sz002261
恩华药业(002262)  sz002262
大东南(002263)  sz002263
新华都(002264)  sz002264
西仪股份(002265)  sz002265
浙富控股(002266)  sz002266
陕天然气(002267)  sz002267
卫士通(002268)  sz002268
美邦服饰(002269)  sz002269
华明装备(002270)  sz002270
东方雨虹(002271)  sz002271
川润股份(002272)  sz002272
水晶光电(002273)  sz002273
华昌化工(002274)  sz002274
桂林三金(002275)  sz002275
万马股份(002276)  sz002276
友阿股份(002277)  sz002277
神开股份(002278)  sz002278
久其软件(002279)  sz002279
联络互动(002280)  sz002280
光迅科技(002281)  sz002281
博深工具(002282)  sz002282
天润曲轴(002283)  sz002283
亚太股份(002284)  sz002284
世联行(002285)  sz002285
保龄宝(002286)  sz002286
奇正藏药(002287)  sz002287
超华科技(002288)  sz002288
宇顺电子(002289)  sz002289
中科新材(002290)  sz002290
星期六(002291)  sz002291
奥飞娱乐(002292)  sz002292
罗莱生活(002293)  sz002293
信立泰(002294)  sz002294
精艺股份(002295)  sz002295
辉煌科技(002296)  sz002296
博云新材(002297)  sz002297
中电鑫龙(002298)  sz002298
圣农发展(002299)  sz002299
太阳电缆(002300)  sz002300
齐心集团(002301)  sz002301
西部建设(002302)  sz002302
美盈森(002303)  sz002303
洋河股份(002304)  sz002304
南国置业(002305)  sz002305
北新路桥(002307)  sz002307
威创股份(002308)  sz002308
中利集团(002309)  sz002309
东方园林(002310)  sz002310
海大集团(002311)  sz002311
日海通讯(002313)  sz002313
南山控股(002314)  sz002314
焦点科技(002315)  sz002315
键桥通讯(002316)  sz002316
众生药业(002317)  sz002317
久立特材(002318)  sz002318
乐通股份(002319)  sz002319
海峡股份(002320)  sz002320
华英农业(002321)  sz002321
理工环科(002322)  sz002322
雅百特(002323)  sz002323
普利特(002324)  sz002324
洪涛股份(002325)  sz002325
永太科技(002326)  sz002326
富安娜(002327)  sz002327
新朋股份(002328)  sz002328
皇氏集团(002329)  sz002329
得利斯(002330)  sz002330
皖通科技(002331)  sz002331
仙琚制药(002332)  sz002332
罗普斯金(002333)  sz002333
英威腾(002334)  sz002334
科华恒盛(002335)  sz002335
人人乐(002336)  sz002336
赛象科技(002337)  sz002337
奥普光电(002338)  sz002338
积成电子(002339)  sz002339
格林美(002340)  sz002340
新纶科技(002341)  sz002341
巨力索具(002342)  sz002342
慈文传媒(002343)  sz002343
海宁皮城(002344)  sz002344
潮宏基(002345)  sz002345
柘中股份(002346)  sz002346
泰尔股份(002347)  sz002347
高乐股份(002348)  sz002348
精华制药(002349)  sz002349
北京科锐(002350)  sz002350
漫步者(002351)  sz002351
顺丰控股(002352)  sz002352
杰瑞股份(002353)  sz002353
天神娱乐(002354)  sz002354
兴民智通(002355)  sz002355
赫美集团(002356)  sz002356
富临运业(002357)  sz002357
森源电气(002358)  sz002358
北讯集团(002359)  sz002359
同德化工(002360)  sz002360
神剑股份(002361)  sz002361
汉王科技(002362)  sz002362
隆基机械(002363)  sz002363
中恒电气(002364)  sz002364
永安药业(002365)  sz002365
台海核电(002366)  sz002366
康力电梯(002367)  sz002367
太极股份(002368)  sz002368
卓翼科技(002369)  sz002369
亚太药业(002370)  sz002370
北方华创(002371)  sz002371
伟星新材(002372)  sz002372
千方科技(002373)  sz002373
丽鹏股份(002374)  sz002374
亚厦股份(002375)  sz002375
新北洋(002376)  sz002376
国创高新(002377)  sz002377
章源钨业(002378)  sz002378
宏创控股(002379)  sz002379
科远股份(002380)  sz002380
双箭股份(002381)  sz002381
蓝帆医疗(002382)  sz002382
合众思壮(002383)  sz002383
东山精密(002384)  sz002384
大北农(002385)  sz002385
天原集团(002386)  sz002386
黑牛食品(002387)  sz002387
新亚制程(002388)  sz002388
南洋科技(002389)  sz002389
信邦制药(002390)  sz002390
长青股份(002391)  sz002391
北京利尔(002392)  sz002392
力生制药(002393)  sz002393
联发股份(002394)  sz002394
双象股份(002395)  sz002395
星网锐捷(002396)  sz002396
梦洁股份(002397)  sz002397
建研集团(002398)  sz002398
海普瑞(002399)  sz002399
省广股份(002400)  sz002400
中远海科(002401)  sz002401
和而泰(002402)  sz002402
爱仕达(002403)  sz002403
嘉欣丝绸(002404)  sz002404
四维图新(002405)  sz002405
远东传动(002406)  sz002406
多氟多(002407)  sz002407
齐翔腾达(002408)  sz002408
雅克科技(002409)  sz002409
广联达(002410)  sz002410
必康股份(002411)  sz002411
汉森制药(002412)  sz002412
雷科防务(002413)  sz002413
高德红外(002414)  sz002414
海康威视(002415)  sz002415
爱施德(002416)  sz002416
深南股份(002417)  sz002417
康盛股份(002418)  sz002418
天虹股份(002419)  sz002419
毅昌股份(002420)  sz002420
达实智能(002421)  sz002421
科伦药业(002422)  sz002422
中原特钢(002423)  sz002423
贵州百灵(002424)  sz002424
凯撒文化(002425)  sz002425
胜利精密(002426)  sz002426
云南锗业(002428)  sz002428
兆驰股份(002429)  sz002429
杭氧股份(002430)  sz002430
棕榈股份(002431)  sz002431
九安医疗(002432)  sz002432
太安堂(002433)  sz002433
万里扬(002434)  sz002434
长江润发(002435)  sz002435
兴森科技(002436)  sz002436
誉衡药业(002437)  sz002437
江苏神通(002438)  sz002438
启明星辰(002439)  sz002439
闰土股份(002440)  sz002440
众业达(002441)  sz002441
龙星化工(002442)  sz002442
金洲管道(002443)  sz002443
巨星科技(002444)  sz002444
中南文化(002445)  sz002445
盛路通信(002446)  sz002446
晨鑫科技(002447)  sz002447
中原内配(002448)  sz002448
国星光电(002449)  sz002449
康得新(002450)  sz002450
摩恩电气(002451)  sz002451
长高集团(002452)  sz002452
天马精化(002453)  sz002453
松芝股份(002454)  sz002454
百川股份(002455)  sz002455
欧菲科技(002456)  sz002456
青龙管业(002457)  sz002457
益生股份(002458)  sz002458
天业通联(002459)  sz002459
赣锋锂业(002460)  sz002460
珠江啤酒(002461)  sz002461
嘉事堂(002462)  sz002462
沪电股份(002463)  sz002463
众应互联(002464)  sz002464
海格通信(002465)  sz002465
天齐锂业(002466)  sz002466
二六三(002467)  sz002467
申通快递(002468)  sz002468
三维工程(002469)  sz002469
金正大(002470)  sz002470
中超控股(002471)  sz002471
双环传动(002472)  sz002472
榕基软件(002474)  sz002474
立讯精密(002475)  sz002475
宝莫股份(002476)  sz002476
雏鹰农牧(002477)  sz002477
常宝股份(002478)  sz002478
富春环保(002479)  sz002479
新筑股份(002480)  sz002480
双塔食品(002481)  sz002481
广田集团(002482)  sz002482
润邦股份(002483)  sz002483
江海股份(002484)  sz002484
希努尔(002485)  sz002485
嘉麟杰(002486)  sz002486
大金重工(002487)  sz002487
金固股份(002488)  sz002488
浙江永强(002489)  sz002489
通鼎互联(002491)  sz002491
恒基达鑫(002492)  sz002492
荣盛石化(002493)  sz002493
华斯股份(002494)  sz002494
佳隆股份(002495)  sz002495
辉丰股份(002496)  sz002496
雅化集团(002497)  sz002497
汉缆股份(002498)  sz002498
科林环保(002499)  sz002499
山西证券(002500)  sz002500
利源精制(002501)  sz002501
骅威文化(002502)  sz002502
搜于特(002503)  sz002503
大康农业(002505)  sz002505
协鑫集成(002506)  sz002506
涪陵榨菜(002507)  sz002507
老板电器(002508)  sz002508
天广中茂(002509)  sz002509
天汽模(002510)  sz002510
中顺洁柔(002511)  sz002511
达华智能(002512)  sz002512
蓝丰生化(002513)  sz002513
宝馨科技(002514)  sz002514
金字火腿(002515)  sz002515
旷达科技(002516)  sz002516
恺英网络(002517)  sz002517
科士达(002518)  sz002518
银河电子(002519)  sz002519
日发精机(002520)  sz002520
齐峰新材(002521)  sz002521
浙江众成(002522)  sz002522
天桥起重(002523)  sz002523
光正集团(002524)  sz002524
胜景山河(002525)  sz002525
山东矿机(002526)  sz002526
新时达(002527)  sz002527
英飞拓(002528)  sz002528
海源机械(002529)  sz002529
金财互联(002530)  sz002530
天顺风能(002531)  sz002531
新界泵业(002532)  sz002532
金杯电工(002533)  sz002533
杭锅股份(002534)  sz002534
林州重机(002535)  sz002535
西泵股份(002536)  sz002536
海联金汇(002537)  sz002537
司尔特(002538)  sz002538
云图控股(002539)  sz002539
亚太科技(002540)  sz002540
鸿路钢构(002541)  sz002541
中化岩土(002542)  sz002542
万和电气(002543)  sz002543
杰赛科技(002544)  sz002544
东方铁塔(002545)  sz002545
新联电子(002546)  sz002546
春兴精工(002547)  sz002547
金新农(002548)  sz002548
凯美特气(002549)  sz002549
千红制药(002550)  sz002550
尚荣医疗(002551)  sz002551
宝鼎科技(002552)  sz002552
南方轴承(002553)  sz002553
惠博普(002554)  sz002554
三七互娱(002555)  sz002555
辉隆股份(002556)  sz002556
洽洽食品(002557)  sz002557
巨人网络(002558)  sz002558
亚威股份(002559)  sz002559
通达股份(002560)  sz002560
徐家汇(002561)  sz002561
兄弟科技(002562)  sz002562
森马服饰(002563)  sz002563
天沃科技(002564)  sz002564
顺灏股份(002565)  sz002565
益盛药业(002566)  sz002566
唐人神(002567)  sz002567
百润股份(002568)  sz002568
步森股份(002569)  sz002569
贝因美(002570)  sz002570
索菲亚(002572)  sz002572
清新环境(002573)  sz002573
明牌珠宝(002574)  sz002574
群兴玩具(002575)  sz002575
通达动力(002576)  sz002576
雷柏科技(002577)  sz002577
闽发铝业(002578)  sz002578
中京电子(002579)  sz002579
圣阳股份(002580)  sz002580
未名医药(002581)  sz002581
好想你(002582)  sz002582
海能达(002583)  sz002583
西陇科学(002584)  sz002584
双星新材(002585)  sz002585
围海股份(002586)  sz002586
奥拓电子(002587)  sz002587
史丹利(002588)  sz002588
瑞康医药(002589)  sz002589
万安科技(002590)  sz002590
恒大高新(002591)  sz002591
八菱科技(002592)  sz002592
日上集团(002593)  sz002593
比亚迪(002594)  sz002594
豪迈科技(002595)  sz002595
海南瑞泽(002596)  sz002596
金禾实业(002597)  sz002597
山东章鼓(002598)  sz002598
盛通股份(002599)  sz002599
江粉磁材(002600)  sz002600
龙蟒佰利(002601)  sz002601
世纪华通(002602)  sz002602
以岭药业(002603)  sz002603
姚记扑克(002605)  sz002605
大连电瓷(002606)  sz002606
亚夏汽车(002607)  sz002607
江苏国信(002608)  sz002608
捷顺科技(002609)  sz002609
爱康科技(002610)  sz002610
东方精工(002611)  sz002611
朗姿股份(002612)  sz002612
北玻股份(002613)  sz002613
奥佳华(002614)  sz002614
哈尔斯(002615)  sz002615
长青集团(002616)  sz002616
露笑科技(002617)  sz002617
丹邦科技(002618)  sz002618
艾格拉斯(002619)  sz002619
瑞和股份(002620)  sz002620
三垒股份(002621)  sz002621
融钰集团(002622)  sz002622
亚玛顿(002623)  sz002623
完美世界(002624)  sz002624
光启技术(002625)  sz002625
金达威(002626)  sz002626
宜昌交运(002627)  sz002627
成都路桥(002628)  sz002628
仁智股份(002629)  sz002629
华西能源(002630)  sz002630
德尔未来(002631)  sz002631
道明光学(002632)  sz002632
申科股份(002633)  sz002633
棒杰股份(002634)  sz002634
安洁科技(002635)  sz002635
金安国纪(002636)  sz002636
赞宇科技(002637)  sz002637
勤上股份(002638)  sz002638
雪人股份(002639)  sz002639
跨境通(002640)  sz002640
永高股份(002641)  sz002641
荣之联(002642)  sz002642
万润股份(002643)  sz002643
佛慈制药(002644)  sz002644
华宏科技(002645)  sz002645
青青稞酒(002646)  sz002646
民盛金科(002647)  sz002647
卫星石化(002648)  sz002648
博彦科技(002649)  sz002649
加加食品(002650)  sz002650
利君股份(002651)  sz002651
扬子新材(002652)  sz002652
海思科(002653)  sz002653
万润科技(002654)  sz002654
共达电声(002655)  sz002655
摩登大道(002656)  sz002656
中科金财(002657)  sz002657
雪迪龙(002658)  sz002658
凯文教育(002659)  sz002659
茂硕电源(002660)  sz002660
克明面业(002661)  sz002661
京威股份(002662)  sz002662
普邦股份(002663)  sz002663
长鹰信质(002664)  sz002664
首航节能(002665)  sz002665
德联集团(002666)  sz002666
鞍重股份(002667)  sz002667
奥马电器(002668)  sz002668
康达新材(002669)  sz002669
国盛金控(002670)  sz002670
龙泉股份(002671)  sz002671
东江环保(002672)  sz002672
西部证券(002673)  sz002673
兴业科技(002674)  sz002674
东诚药业(002675)  sz002675
顺威股份(002676)  sz002676
浙江美大(002677)  sz002677
珠江钢琴(002678)  sz002678
福建金森(002679)  sz002679
长生生物(002680)  sz002680
奋达科技(002681)  sz002681
龙洲股份(002682)  sz002682
宏大爆破(002683)  sz002683
猛狮科技(002684)  sz002684
华东重机(002685)  sz002685
亿利达(002686)  sz002686
乔治白(002687)  sz002687
金河生物(002688)  sz002688
远大智能(002689)  sz002689
美亚光电(002690)  sz002690
冀凯股份(002691)  sz002691
睿康股份(002692)  sz002692
双成药业(002693)  sz002693
顾地科技(002694)  sz002694
煌上煌(002695)  sz002695
百洋股份(002696)  sz002696
红旗连锁(002697)  sz002697
博实股份(002698)  sz002698
美盛文化(002699)  sz002699
新疆浩源(002700)  sz002700
奥瑞金(002701)  sz002701
海欣食品(002702)  sz002702
浙江世宝(002703)  sz002703
新宝股份(002705)  sz002705
良信电器(002706)  sz002706
众信旅游(002707)  sz002707
光洋股份(002708)  sz002708
天赐材料(002709)  sz002709
慈铭体检(002710)  sz002710
欧浦智网(002711)  sz002711
思美传媒(002712)  sz002712
东易日盛(002713)  sz002713
牧原股份(002714)  sz002714
登云股份(002715)  sz002715
金贵银业(002716)  sz002716
岭南股份(002717)  sz002717
友邦吊顶(002718)  sz002718
麦趣尔(002719)  sz002719
宏良股份(002720)  sz002720
金一文化(002721)  sz002721
金轮股份(002722)  sz002722
金莱特(002723)  sz002723
海洋王(002724)  sz002724
跃岭股份(002725)  sz002725
龙大肉食(002726)  sz002726
一心堂(002727)  sz002727
特一药业(002728)  sz002728
好利来(002729)  sz002729
电光科技(002730)  sz002730
萃华珠宝(002731)  sz002731
燕塘乳业(002732)  sz002732
雄韬股份(002733)  sz002733
利民股份(002734)  sz002734
王子新材(002735)  sz002735
国信证券(002736)  sz002736
葵花药业(002737)  sz002737
中矿资源(002738)  sz002738
万达电影(002739)  sz002739
爱迪尔(002740)  sz002740
光华科技(002741)  sz002741
三圣股份(002742)  sz002742
富煌钢构(002743)  sz002743
木林森(002745)  sz002745
仙坛股份(002746)  sz002746
埃斯顿(002747)  sz002747
世龙实业(002748)  sz002748
国光股份(002749)  sz002749
龙津药业(002750)  sz002750
易尚展示(002751)  sz002751
�N兴股份(002752)  sz002752
永东股份(002753)  sz002753
东方新星(002755)  sz002755
永兴特钢(002756)  sz002756
南兴装备(002757)  sz002757
华通医药(002758)  sz002758
天际股份(002759)  sz002759
凤形股份(002760)  sz002760
多喜爱(002761)  sz002761
金发拉比(002762)  sz002762
汇洁股份(002763)  sz002763
蓝黛传动(002765)  sz002765
索菱股份(002766)  sz002766
先锋电子(002767)  sz002767
国恩股份(002768)  sz002768
普路通(002769)  sz002769
科迪乳业(002770)  sz002770
真视通(002771)  sz002771
众兴菌业(002772)  sz002772
康弘药业(002773)  sz002773
快意电梯(002774)  sz002774
文科园林(002775)  sz002775
柏堡龙(002776)  sz002776
久远银海(002777)  sz002777
高科石化(002778)  sz002778
中坚科技(002779)  sz002779
三夫户外(002780)  sz002780
奇信股份(002781)  sz002781
可立克(002782)  sz002782
凯龙股份(002783)  sz002783
万里石(002785)  sz002785
银宝山新(002786)  sz002786
华源控股(002787)  sz002787
鹭燕医药(002788)  sz002788
建艺集团(002789)  sz002789
瑞尔特(002790)  sz002790
坚朗五金(002791)  sz002791
通宇通讯(002792)  sz002792
东音股份(002793)  sz002793
永和智控(002795)  sz002795
世嘉科技(002796)  sz002796
第一创业(002797)  sz002797
帝王洁具(002798)  sz002798
环球印务(002799)  sz002799
天顺股份(002800)  sz002800
微光股份(002801)  sz002801
洪汇新材(002802)  sz002802
吉宏股份(002803)  sz002803
丰元股份(002805)  sz002805
华锋股份(002806)  sz002806
江阴银行(002807)  sz002807
苏州恒久(002808)  sz002808
红墙股份(002809)  sz002809
山东赫达(002810)  sz002810
亚泰国际(002811)  sz002811
创新股份(002812)  sz002812
路畅科技(002813)  sz002813
崇达技术(002815)  sz002815
和科达(002816)  sz002816
黄山胶囊(002817)  sz002817
富森美(002818)  sz002818
东方中科(002819)  sz002819
桂发祥(002820)  sz002820
凯莱英(002821)  sz002821
中装建设(002822)  sz002822
凯中精密(002823)  sz002823
和胜股份(002824)  sz002824
纳尔股份(002825)  sz002825
易明医药(002826)  sz002826
高争民爆(002827)  sz002827
贝肯能源(002828)  sz002828
星网宇达(002829)  sz002829
名雕股份(002830)  sz002830
裕同科技(002831)  sz002831
比音勒芬(002832)  sz002832
弘亚数控(002833)  sz002833
同为股份(002835)  sz002835
新宏泽(002836)  sz002836
英维克(002837)  sz002837
道恩股份(002838)  sz002838
张家港行(002839)  sz002839
华统股份(002840)  sz002840
视源股份(002841)  sz002841
翔鹭钨业(002842)  sz002842
泰嘉股份(002843)  sz002843
同兴达(002845)  sz002845
英联股份(002846)  sz002846
盐津铺子(002847)  sz002847
高斯贝尔(002848)  sz002848
威星智能(002849)  sz002849
科达利(002850)  sz002850
麦格米特(002851)  sz002851
道道全(002852)  sz002852
皮阿诺(002853)  sz002853
捷荣技术(002855)  sz002855
美芝股份(002856)  sz002856
三晖电气(002857)  sz002857
力盛赛车(002858)  sz002858
洁美科技(002859)  sz002859
星帅尔(002860)  sz002860
瀛通通讯(002861)  sz002861
实丰文化(002862)  sz002862
今飞凯达(002863)  sz002863
盘龙药业(002864)  sz002864
钧达股份(002865)  sz002865
传艺科技(002866)  sz002866
周大生(002867)  sz002867
绿康生化(002868)  sz002868
金溢科技(002869)  sz002869
香山股份(002870)  sz002870
伟隆股份(002871)  sz002871
天圣制药(002872)  sz002872
新天药业(002873)  sz002873
安奈儿(002875)  sz002875
三利谱(002876)  sz002876
智能自控(002877)  sz002877
元隆雅图(002878)  sz002878
长缆科技(002879)  sz002879
卫光生物(002880)  sz002880
美格智能(002881)  sz002881
金龙羽(002882)  sz002882
中设股份(002883)  sz002883
凌霄泵业(002884)  sz002884
京泉华(002885)  sz002885
沃特股份(002886)  sz002886
绿茵生态(002887)  sz002887
惠威科技(002888)  sz002888
东方嘉盛(002889)  sz002889
弘宇股份(002890)  sz002890
中宠股份(002891)  sz002891
科力尔(002892)  sz002892
华通热力(002893)  sz002893
川恒股份(002895)  sz002895
中大力德(002896)  sz002896
意华股份(002897)  sz002897
赛隆药业(002898)  sz002898
英派斯(002899)  sz002899
哈三联(002900)  sz002900
大博医疗(002901)  sz002901
铭普光磁(002902)  sz002902
宇环数控(002903)  sz002903
金逸影视(002905)  sz002905
华阳集团(002906)  sz002906
华森制药(002907)  sz002907
德生科技(002908)  sz002908
集泰股份(002909)  sz002909
庄园牧场(002910)  sz002910
佛燃股份(002911)  sz002911
中新赛克(002912)  sz002912
奥士康(002913)  sz002913
中欣氟材(002915)  sz002915
深南电路(002916)  sz002916
金奥博(002917)  sz002917
蒙娜丽莎(002918)  sz002918
名臣健康(002919)  sz002919
德赛西威(002920)  sz002920
联诚精密(002921)  sz002921
伊戈尔(002922)  sz002922
润都股份(002923)  sz002923
盈趣科技(002925)  sz002925
华西证券(002926)  sz002926
泰永长征(002927)  sz002927
华夏航空(002928)  sz002928
润建通信(002929)  sz002929
国安GAC1(031005)  sz031005
阿胶EJC1(031007)  sz031007
攀钢AGP1(038011)  sz038011
钾肥JFP1(038014)  sz038014
盐湖YHP1(038015)  sz038015
集琦JQP1(038016)  sz038016
深发SFP1(038017)  sz038017
特锐德(300001)  sz300001
神州泰岳(300002)  sz300002
乐普医疗(300003)  sz300003
南风股份(300004)  sz300004
探路者(300005)  sz300005
莱美药业(300006)  sz300006
汉威科技(300007)  sz300007
天海防务(300008)  sz300008
安科生物(300009)  sz300009
立思辰(300010)  sz300010
鼎汉技术(300011)  sz300011
华测检测(300012)  sz300012
新宁物流(300013)  sz300013
亿纬锂能(300014)  sz300014
爱尔眼科(300015)  sz300015
北陆药业(300016)  sz300016
网宿科技(300017)  sz300017
中元股份(300018)  sz300018
硅宝科技(300019)  sz300019
银江股份(300020)  sz300020
大禹节水(300021)  sz300021
吉峰农机(300022)  sz300022
宝德股份(300023)  sz300023
机器人(300024)  sz300024
华星创业(300025)  sz300025
红日药业(300026)  sz300026
华谊兄弟(300027)  sz300027
金亚科技(300028)  sz300028
天龙光电(300029)  sz300029
阳普医疗(300030)  sz300030
宝通科技(300031)  sz300031
