标题,阅读,评论,字数,影响力,时间
【讨论】交行午后强势反弹，后市你怎么看？,7186,11,580,4.5,2015/9/8 14:36
银行股砸盘为哪般，近期如何规避风险,5769,24,1197,3,2015/9/8 8:23
节前机构进入一百多亿，今天只出8亿；明天低开,8131,16,1434,3.5,2015/9/7 20:09
【龙虎榜】机构争先恐后出逃 ,29355,24,290,4.5,2015/9/7 19:46
交通银行(601328)龙虎榜数据(09-07),14050,28,672,0,2015/9/7 19:14
交通银行今日超大单流出排名第13名(09-07),7718,7,316,0,2015/9/7 16:21
【讨论】缩量大跌 交通银行反弹之路就此终结？,18192,11,582,4,2015/9/7 14:16
银行板块砸盘 沪指重挫跌逾1%,8198,88,2286,0,2015/9/7 13:57
【讨论】下周银行股还会继续上冲吗？,9779,8,364,4.5,2015/9/6 16:51
从交行庄的习惯分析：这波要上十元。,12862,12,331,4,2015/9/6 9:42
大家觉得交行下周还会拉升吗？预估会到几元呢？,8527,18,154,1,2015/9/5 17:02
李大霄：期指宁肯巨亏也要做空 中午文章题目是,7270,7,2849,3.5,2015/9/5 8:40
银行股已被机构疯狂爆炒，已难有投机价值！,6710,10,167,3.5,2015/9/4 11:57
海南银行揭牌试营业 交通银行为战略投资者,12008,8,460,0,2015/9/3 13:40
117只个股尾盘净流入资金超亿元,63280,24,1559,0,2015/9/3 13:20
A股龙虎榜揭秘 机构最亲睐52股,40145,26,4120,0,2015/9/2 21:17
