日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅(%),成交量(股),成交金额(元)
19991102,1491.76,1499.87,1481.57,1487.47,-5.63,-0.38,4450313,3305087810
19991101,1501.74,1506.99,1488.23,1493.1,-11.47,-0.76,6191494,3918723130
19991029,1515.18,1520.47,1494.71,1504.56,-9.96,-0.66,8505934,5345115000
19991028,1541.29,1542.05,1507.79,1514.53,-22.3,-1.45,13281651,7062157500
19991027,1509.64,1537.3,1504.99,1536.82,54.15,3.65,16146892,8538650000
19991026,1467.52,1496.45,1467.51,1482.67,14.4,0.98,7555506,4267722810
19991025,1499.14,1499.39,1465.14,1468.27,-29.2,-1.95,5167719,3466849060
19991022,1457.64,1512.93,1457.5,1497.46,38.93,2.67,7843548,5735193130
19991021,1486.93,1488.01,1452.71,1458.53,-27.3,-1.84,4772687,3722051880
19991020,1469.28,1490.76,1463.43,1485.83,14.93,1.01,4311739,3140631880
19991019,1493.47,1493.49,1468.1,1470.9,-30.77,-2.05,4861655,3518621880
19991018,1547.27,1549.37,1499.46,1501.67,-42.13,-2.73,5602542,4076143130
19991015,1515.91,1550.71,1515.91,1543.8,35.07,2.32,5670809,4547041560
19991014,1504.5,1535.24,1494.94,1508.73,1.3,0.09,4033428,2914682190
19991013,1540.6,1544.45,1504.39,1507.42,-30.37,-1.98,3626323,2575441880
19991012,1526.45,1538.28,1526.45,1537.8,15.32,1.01,2338472,2223011090
19991011,1529.22,1538.34,1516.62,1522.48,-12.04,-0.78,3335240,2795087810
19991008,1568.24,1568.38,1531.8,1534.52,-36.19,-2.3,3312755,2626835940
20000331,1810.55,1810.9,1780.41,1800.23,-10.76,-0.59,23340364,19751003750
20000330,1793.68,1811.06,1790.85,1810.98,22.18,1.24,29305432,20108008750
20000329,1797.88,1803.83,1763.62,1788.81,-2.63,-0.15,23026682,20256068750
20000328,1788.83,1799.95,1774.48,1791.44,15.53,0.87,24484368,23132820000
20000327,1736.7,1776.02,1736.7,1775.91,45.42,2.62,19927312,20743190000
20000324,1761.44,1770.26,1729.48,1730.5,-16.74,-0.96,22036720,23298670000
20000323,1724.19,1747.28,1711.41,1747.24,26.8,1.56,16743141,17916818750
20000322,1713.24,1726.59,1711.16,1720.45,10.12,0.59,14658422,17276591250
20000321,1704.09,1713.21,1692.68,1710.32,11.08,0.65,16351103,17994161250
20000320,1646.31,1699.28,1641.77,1699.25,40.65,2.45,18173800,17930965000
20000317,1602.36,1661.98,1602.34,1658.6,51.07,3.18,15336724,14612991250
20000316,1671.1,1671.18,1596.07,1607.53,-73.94,-4.4,19791590,14847116250
20000315,1680.3,1695.16,1676.54,1681.47,-3.88,-0.23,16782164,16438418750
20000314,1690.65,1700.37,1636.89,1685.35,-43.53,-2.52,22870444,19944427500
20000313,1706.77,1729.01,1706.35,1728.88,23.83,1.4,19826626,14365002500
20000310,1731.94,1743.14,1701.79,1705.05,-27.3,-1.58,15872365,17001648750
20000309,1734.77,1741.22,1714.92,1732.35,6.31,0.37,17877382,19294057500
20000308,1699.46,1726.04,1690.12,1726.03,31.24,1.84,19745944,18284421250
20000307,1661.95,1694.89,1654.44,1694.8,13.71,0.82,17685018,17261327500
20000306,1756.31,1762.83,1678.74,1681.09,-56.94,-3.28,26504710,27772900000
20000303,1728.36,1750.65,1721.71,1738.02,25.01,1.46,24815498,26829592500
20000302,1697.56,1721.6,1682.54,1713.01,15.27,0.9,19593496,21288410000
20000301,1720.6,1721.14,1692.51,1697.74,-16.83,-0.98,22487674,24727392500
20000229,1728.14,1733.14,1678.35,1714.58,9.72,0.57,28678748,33285875000
20000228,1639.8,1704.88,1639.7,1704.86,73.28,4.49,26127946,25836020000
20000225,1639.92,1650.37,1618.18,1631.58,-2.73,-0.17,17058054,19152678750
20000224,1593.95,1634.32,1593.93,1634.31,39.38,2.47,13932876,15272157500
20000223,1618.01,1630.55,1586.63,1594.93,-37.36,-2.29,19185730,19418631250
20000222,1681.3,1687.51,1627.47,1632.29,-44.84,-2.67,24251776,27083577500
20000221,1681.36,1697.01,1652.48,1677.14,9.05,0.54,31011206,33845250000
20000218,1623.96,1668.16,1583.58,1668.09,27.44,1.67,26785354,26991470000
20000217,1734.27,1770.88,1615.63,1640.65,-52.46,-3.1,51439068,49913115000
20000216,1674.94,1695.88,1649.7,1693.11,22.44,1.34,37435548,36009220000
20000215,1709.22,1746.44,1663.01,1670.67,-3.27,-0.2,52543428,38931622500
20000214,1591.45,1674.13,1587.82,1673.94,138.95,9.05,43569132,26578355000
20000128,1514.56,1536.35,1510.75,1535,28.23,1.87,29388162,22547307500
20000127,1490.45,1506.92,1485.23,1506.77,25.65,1.73,18979974,16943315000
20000126,1477.3,1482.46,1469.98,1481.12,4.61,0.31,10384438,9989914380
20000125,1483.03,1490.46,1467.44,1476.51,-0.84,-0.06,13635983,13492316250
20000124,1465.86,1477.41,1449.47,1477.34,12.26,0.84,16241508,15353916250
20000121,1471.91,1476.46,1458.93,1465.09,-1.78,-0.12,15050772,14361620000
20000120,1443.09,1466.9,1443.09,1466.86,26.14,1.81,10070803,9274223130
20000119,1425.87,1443.67,1425.14,1440.72,14.1,0.99,8004793,6845387500
20000118,1436.89,1443.59,1421.64,1426.62,-6.71,-0.47,7767131,7318323130
20000117,1408.99,1433.38,1402.66,1433.33,24.48,1.74,7647977,6608525630
20000114,1426.22,1433.47,1401.71,1408.85,-15.59,-1.09,7447013,6558865000
20000113,1437.45,1444.07,1418.81,1424.44,-13.58,-0.94,8611943,7797346880
20000112,1473.76,1489.28,1435,1438.02,-41.76,-2.82,15221934,13359888750
20000111,1547.68,1547.71,1468.76,1479.78,-65.33,-4.23,21924568,17011217500
20000110,1531.71,1546.72,1506.4,1545.11,28.51,1.88,31253046,20928767500
20000107,1477.15,1522.83,1477.15,1516.6,52.66,3.6,34869396,22073510000
20000106,1406.04,1463.96,1400.25,1463.94,54.26,3.85,13480517,10238071250
20000105,1407.83,1433.78,1398.32,1409.68,3.31,0.24,10579392,8652695630
20000104,1368.69,1407.52,1361.21,1406.37,39.79,2.91,9032824,5801141880
20000630,1937.84,1941.4,1924.97,1928.11,-9.16,-0.47,12467584,12924863750
20000629,1949.85,1951.13,1924.47,1937.26,-10.22,-0.52,11919841,12522757500
20000628,1943.98,1953.06,1940.05,1947.48,4.58,0.24,11239540,12303475000
20000627,1949.78,1952.46,1938.14,1942.9,-5.74,-0.29,11980052,11838917500
20000626,1946.7,1953.34,1943.25,1948.64,9.01,0.46,14062048,14374112500
20000623,1915.31,1939.63,1913.65,1939.63,25.73,1.34,11993923,13032201250
20000622,1918.16,1921.15,1906.3,1913.9,0.77,0.04,9054294,9815940630
20000621,1894.78,1913.15,1894.63,1913.13,17.78,0.94,8348911,8945308750
20000620,1913.07,1913.07,1888.08,1895.35,-19.86,-1.04,10135495,9985219380
20000619,1924.69,1926.98,1910.47,1915.21,-11.74,-0.61,11880869,12280903750
20000616,1945.7,1947.46,1919.4,1926.94,-15.34,-0.79,14706052,15025915000
20000615,1933.06,1942.33,1925.91,1942.29,10,0.52,14116758,14416820000
20000614,1944.44,1949.17,1929.71,1932.29,-6.38,-0.33,16150828,16248500000
20000613,1918.19,1938.67,1917.19,1938.67,26.12,1.37,14427663,14193640000
20000612,1896.43,1912.59,1884.62,1912.56,11.77,0.62,12039594,12715536250
20000609,1926.15,1929.95,1896.06,1900.79,-24.42,-1.27,15185524,14747110000
20000608,1937.2,1938.55,1913.37,1925.21,-9.83,-0.51,17086620,15829291250
20000607,1934.38,1940.22,1921.38,1935.03,9.49,0.49,15573925,16138943750
20000606,1898.59,1925.55,1891.67,1925.54,26.45,1.39,17120126,16628333750
20000605,1921.97,1930.34,1889.82,1899.09,-17.16,-0.9,29216146,22618255000
20000602,1906.16,1916.25,1897.71,1916.25,12.76,0.67,17840350,17800631250
20000601,1900.53,1906.82,1890,1903.49,8.93,0.47,14654595,15643985000
20000531,1875.46,1894.58,1869.34,1894.55,17.08,0.91,15760230,16569980000
20000530,1903.53,1908.31,1868.61,1877.47,-21.28,-1.12,16518999,17225868750
20000529,1885.55,1900.67,1882.74,1898.75,19.13,1.02,18029154,19215767500
20000526,1885.75,1890.69,1860.92,1879.62,-1.09,-0.06,20602522,19005423750
20000525,1866.56,1880.72,1860.78,1880.7,25.21,1.36,16809106,18651852500
20000524,1835.56,1861.48,1831.84,1855.49,23.42,1.28,15860859,16660807500
20000523,1834.44,1836.99,1811.58,1832.08,7.34,0.4,12469572,12811057500
20000522,1785.89,1830.93,1783.3,1824.74,46.91,2.64,14655311,15620500000
20000519,1761.79,1777.98,1754.88,1777.83,19.29,1.1,9553988,10386751250
20000518,1725.6,1758.54,1719.84,1758.54,33.14,1.92,8354142,8149676880
20000517,1727.43,1736.27,1722.71,1725.4,0.86,0.05,5257679,5511975630
20000516,1706.73,1725.9,1706.73,1724.54,19.95,1.17,5335453,5462313130
20000515,1722.64,1726.72,1695.53,1704.59,-16.02,-0.93,7094654,6869030630
20000512,1725.87,1740.95,1715.06,1720.61,-3.44,-0.2,7404179,7345571880
20000511,1750.86,1762.13,1718.89,1724.05,-28.64,-1.63,8437170,8387408750
20000510,1801.43,1801.64,1750.01,1752.69,-53.95,-2.99,9431059,8811663130
20000509,1839,1839.29,1799.82,1806.64,-30,-1.63,9117621,9697479380
20000508,1848.17,1852.9,1828.1,1836.64,0.32,0.02,8958631,9643899380
20000428,1805.5,1836.33,1797.71,1836.32,29.49,1.63,10971313,11703455000
20000427,1835.6,1840.57,1803.58,1806.83,-25.95,-1.42,12332934,12600127500
20000426,1835.67,1842.89,1826.39,1832.78,-0.69,-0.04,10163838,10827206250
20000425,1838.05,1841.86,1815.63,1833.47,-3.93,-0.21,10771405,11333897500
20000424,1844.7,1848.97,1827.17,1837.4,-3.67,-0.2,16427791,16139935000
20000421,1851.31,1858.27,1834.85,1841.06,-6.01,-0.33,16244630,17533900000
20000420,1831.66,1847.51,1831.49,1847.07,18.36,1,16533108,17018731250
20000419,1819.08,1831.57,1817.21,1828.71,15.22,0.84,12766161,13630410000
20000418,1794.34,1813.57,1779.29,1813.5,18.44,1.03,13204735,12987600000
20000417,1829.62,1829.93,1778.88,1795.06,-38.61,-2.11,19821740,18754088750
20000414,1835.86,1840.19,1820.67,1833.67,2.12,0.12,17905474,17220578750
20000413,1807.84,1832.08,1807.71,1831.55,24.22,1.34,16549059,15357807500
20000412,1822.4,1823.83,1785.33,1807.33,-13.85,-0.76,13643034,13172513750
20000411,1826.4,1828.06,1812.01,1821.17,-4.89,-0.27,14245477,14739642500
20000410,1826.61,1831.85,1815.99,1826.06,6.17,0.34,16809154,16612291250
20000407,1816.79,1822.62,1807.54,1819.9,10.76,0.59,16081263,16103048750
20000406,1775.78,1809.17,1775.68,1809.14,37.94,2.14,15007034,14992096250
20000405,1756.3,1776.72,1746.3,1771.2,10.51,0.6,13603240,12816257500
20000404,1795.16,1795.16,1755.98,1760.69,-40.31,-2.24,17128272,15716263750
20000403,1799.58,1816.86,1798.25,1801,0.78,0.04,18861114,18757948750
20000929,1888.2,1910.49,1888.07,1910.16,20.87,1.1,4682326,5269501880
20000928,1915.5,1917.06,1886.94,1889.29,-24.8,-1.3,5049919,5266124380
20000927,1889.88,1914.11,1889.87,1914.09,26.26,1.39,4327159,4403170630
20000926,1878.31,1890.67,1878.05,1887.83,11.92,0.64,4358292,4738101250
20000925,1889.9,1896.72,1874.21,1875.91,-16.07,-0.85,4759702,4795766560
20000922,1904.57,1904.57,1888.09,1891.98,-15.32,-0.8,6683124,6664313750
20000921,1924.83,1927.52,1905.65,1907.31,-14.98,-0.78,6394554,6612151880
20000920,1902.91,1922.3,1892.28,1922.29,19.14,1.01,7043396,6771358750
20000919,1937.32,1937.37,1895.49,1903.15,-43.6,-2.24,9195399,8235510630
20000918,1979.53,1981.13,1946.18,1946.75,-31.68,-1.6,6892538,6592223130
20000915,1978.04,1978.47,1966.88,1978.43,-1.07,-0.05,6331164,6354914380
20000914,1989.97,1992.37,1973.02,1979.51,-9.43,-0.47,6467591,6688828750
20000913,1980.53,1995.32,1975.13,1988.94,9.84,0.5,8889416,8087867500
20000912,1975.41,1979.32,1965.4,1979.1,7.05,0.36,6688864,7086691880
20000911,1963.27,1972.08,1956.08,1972.04,12.73,0.65,7355435,7516738750
20000908,1955.15,1963.89,1945.92,1959.31,8.65,0.44,7223218,7371941880
20000907,1929.3,1963.23,1929.3,1950.66,24.76,1.29,8466657,7901185630
20000906,1955.5,1964.27,1923.6,1925.91,-37.89,-1.93,11017267,9345979380
20000905,2015.06,2020.85,1959.59,1963.79,-46.81,-2.33,9851131,9262016250
20000904,1994.89,2010.6,1981.23,2010.6,10.74,0.54,9840289,9851581250
20000901,2009.15,2026.35,1997.72,1999.86,-21.34,-1.06,12795555,12399443750
20000831,2062.84,2064.76,2019.45,2021.2,-54.94,-2.65,16110624,14624561250
20000830,2107.02,2108.1,2075.16,2076.14,-29.33,-1.39,13380507,14229566250
20000829,2103.03,2105.63,2094.61,2105.48,4.89,0.23,14521684,13895733750
20000828,2092.12,2100.7,2085.6,2100.59,13.88,0.67,13832498,14829901250
20000825,2073.72,2086.72,2066.33,2086.7,15.54,0.75,12290483,13769837500
20000824,2058.53,2073.95,2043.21,2071.16,13.24,0.64,17246856,17520897500
20000823,2064.05,2080.14,1980.35,2057.92,-16.78,-0.81,26378898,23937117500
20000822,2112.02,2114.52,2074.52,2074.7,-33.99,-1.61,16052733,16088882500
20000821,2095.38,2108.88,2093.42,2108.69,18.51,0.89,15859304,16773112500
20000818,2093.63,2097.32,2086.75,2090.18,-1.4,-0.07,12564344,13224835000
20000817,2086.81,2092.33,2086.56,2091.59,8.12,0.39,13925760,14119773750
20000816,2078.49,2083.47,2072.98,2083.47,6.64,0.32,15420303,14042773750
20000815,2079.07,2082.74,2066.16,2076.82,0.52,0.03,13479279,13165632500
20000814,2065.94,2076.33,2065.94,2076.3,13.63,0.66,15170757,14327613750
20000811,2067.78,2070.3,2055.2,2062.67,-3.28,-0.16,15313964,15937086250
20000810,2065.31,2067.75,2053.86,2065.94,4.76,0.23,17379430,18483252500
20000809,2051.65,2061.28,2048.49,2061.18,11.26,0.55,16350866,16297691250
20000808,2042.75,2050.07,2040.78,2049.92,10.5,0.51,13738001,13860685000
20000807,2025.18,2039.42,2017.9,2039.42,13.06,0.64,13716475,13566323750
20000804,2037.47,2041.28,2013.45,2026.36,-9.94,-0.49,19597136,15521478750
20000803,2032.94,2038.65,2030.1,2036.3,5.62,0.28,18321318,14065342500
20000802,2030.79,2033.19,2018.48,2030.68,2.53,0.12,23905316,12945081250
20000801,2027.01,2031.93,2023.45,2028.15,4.61,0.23,21187984,12749637500
20000731,2016.14,2023.57,2008.64,2023.54,10.75,0.53,17173844,15897711250
20000728,2014.11,2016.94,2006.17,2012.79,0.44,0.02,14896658,13794091250
20000727,2017.46,2025,2004.55,2012.35,0.03,0,17398156,15298522500
20000726,1999.44,2012.4,1999.4,2012.32,15.74,0.79,15163567,12324952500
20000725,1990.15,1997.85,1989.09,1996.58,7.34,0.37,11272790,11347507500
20000724,1998.25,1999.9,1982.88,1989.24,-7.1,-0.36,11897274,11698420000
20000721,1994.42,1998.35,1991.84,1996.34,4.78,0.24,11732602,11203135000
20000720,1999.09,2003.8,1979.88,1991.56,-6.87,-0.34,17370836,13944018750
20000719,2000.33,2004.46,1987.42,1998.43,4.44,0.22,29138588,14962476250
20000718,1982.5,1993.99,1981.74,1993.99,11.51,0.58,17563236,12103265000
20000717,1992.89,1997.94,1980.22,1982.48,-4.71,-0.24,15845496,15937373750
20000714,1981.78,1987.22,1972.62,1987.19,7.99,0.4,16215709,16739455000
20000713,1978.55,1984.07,1963.55,1979.2,5.83,0.3,18160108,19719280000
20000712,1965.23,1974.41,1960.35,1973.37,12.83,0.65,13919526,15147832500
20000711,1952.26,1960.6,1947.67,1960.54,12.52,0.64,14438388,14692242500
20000710,1938.84,1948.06,1932.96,1948.02,15.23,0.79,14524627,14360280000
20000707,1904.09,1932.83,1904.09,1932.79,30.24,1.59,11650363,11055886250
20000706,1909.24,1910.05,1896.66,1902.55,-6.64,-0.35,9802903,9143208750
20000705,1910.42,1918.91,1904.47,1909.19,1.26,0.07,13028429,8821195630
20000704,1891.21,1907.94,1888.25,1907.93,12.29,0.65,14404756,9438381880
20000703,1917.44,1917.45,1890.53,1895.64,-32.47,-1.68,15772238,12643818750
20001229,2055.83,2073.88,2055.51,2073.48,19.77,0.96,13658680,11484676250
20001228,2054.52,2061.05,2047.74,2053.7,-4.54,-0.22,13842400,12094517500
20001227,2077.72,2079.76,2056,2058.24,-18.02,-0.87,11761632,12187668750
20001226,2070.38,2076.41,2068.81,2076.27,8.09,0.39,10428055,11202717500
20001225,2071.57,2075.21,2062.04,2068.17,-1.59,-0.08,12061012,12387263750
20001222,2078.43,2079.97,2066.22,2069.77,-7.12,-0.34,12032660,13112525000
20001221,2075.56,2086.94,2074.34,2076.89,5.62,0.27,12498349,12858221250
20001220,2050.07,2071.31,2048.64,2071.27,22.24,1.09,11920718,11602758750
20001219,2047.35,2056.76,2046.03,2049.03,4.49,0.22,11368183,11497227500
20001218,2038.45,2044.56,2024.29,2044.55,5.18,0.25,11262588,9722610630
20001215,2052.79,2055.61,2036.88,2039.36,-11.72,-0.57,13205907,8960870000
20001214,2057,2059.27,2046.94,2051.08,-5.04,-0.25,14192813,7967483750
20001213,2057.38,2059.6,2050.18,2056.12,-2.93,-0.14,9385102,8980598750
20001212,2045.17,2059.05,2037.9,2059.05,12.98,0.63,10991828,9739956880
20001211,2072.28,2072.48,2039,2046.08,-27.09,-1.31,11986534,9804583750
20001208,2074.57,2083.27,2069.66,2073.16,-1.88,-0.09,11583235,10927191250
20001207,2072.53,2078.14,2060.73,2075.04,-0.58,-0.03,9687361,10537900000
20001206,2093,2095.44,2070.35,2075.63,-16.04,-0.77,11383325,11312073750
20001205,2094.99,2097.29,2085.8,2091.67,-0.47,-0.02,13895864,9776104380
20001204,2084.48,2092.32,2077.81,2092.14,10.3,0.49,14228850,10347586250
20001201,2073.09,2082.03,2071.5,2081.84,11.23,0.54,12285286,9405847500
20001130,2067.07,2072.29,2057.04,2070.61,3.12,0.15,8465550,8872508130
20001129,2081.5,2082.9,2055.94,2067.5,-11.9,-0.57,9943629,11117321250
20001128,2052.78,2079.48,2052.78,2079.4,29.73,1.45,8588966,9509442500
20001127,2041.16,2062.81,2031.93,2049.67,-3.7,-0.18,10587826,11788421250
20001124,2119.01,2125.41,2045.51,2053.37,-66.07,-3.12,16497562,17176943750
20001123,2119.16,2125.72,2109.22,2119.44,6.14,0.29,12492077,14551248750
20001122,2097.28,2113.35,2091.62,2113.3,15.32,0.73,12146707,12501190000
20001121,2104.07,2112.91,2095.58,2097.98,-3.41,-0.16,12479718,12454691250
20001120,2092.59,2101.4,2078.28,2101.39,8.15,0.39,13102959,13832418750
20001117,2098.89,2104.7,2084.9,2093.24,-2.75,-0.13,11801326,13403346250
20001116,2081.14,2096.05,2080.61,2095.98,14.08,0.68,12821820,14423035000
20001115,2087.28,2092.65,2074.38,2081.91,-3.21,-0.15,13334267,14746307500
20001114,2072.79,2085.12,2055.21,2085.12,14.33,0.69,12448777,14683290000
20001113,2054.48,2071.69,2053.44,2070.79,23.33,1.14,14408777,15914337500
20001110,2037.08,2051.34,2033.63,2047.46,14.98,0.74,13965900,16278218750
20001109,2016.22,2032.52,2014.84,2032.48,19.57,0.97,14051628,13677701250
20001108,1999.15,2012.99,1998.35,2012.91,15.83,0.79,9254272,8958640000
20001107,1993.45,1997.08,1990.06,1997.08,5.9,0.3,7898747,7594596880
20001106,1983.07,1992.88,1982.75,1991.17,9.54,0.48,9996819,9323250630
20001103,1984.99,1989.11,1977.21,1981.63,-2.63,-0.13,9320818,7778710000
20001102,1981.77,1992.86,1980.89,1984.26,6.9,0.35,8933851,9136830000
20001101,1961.08,1977.37,1959.72,1977.36,16.08,0.82,8501940,8529215630
20001031,1974.53,1979.99,1956.42,1961.29,-12.29,-0.62,9090422,8227959380
20001030,1967.65,1974.24,1962.81,1973.58,6.17,0.31,9939449,9660755630
20001027,1968.17,1971.79,1957.74,1967.41,-0.27,-0.01,9037111,8183728130
20001026,1979.3,1980.63,1962.2,1967.67,-9.58,-0.48,10652764,9040402500
20001025,1957.38,1978.99,1957.31,1977.25,20.91,1.07,11506545,11748255000
20001024,1960.37,1962.13,1945.53,1956.34,-2.59,-0.13,6357283,7483007500
20001023,1952.96,1960.86,1945.67,1958.94,11.48,0.59,8577974,9817738750
20001020,1913.16,1947.47,1912.38,1947.46,34.04,1.78,9387661,10031147500
20001019,1925.21,1927.37,1911.18,1913.42,-9.43,-0.49,5965058,6140575000
20001018,1911.71,1922.85,1911.71,1922.85,13.36,0.7,5755033,7864478130
20001017,1902.07,1909.49,1896.95,1909.49,6.68,0.35,4174936,4769536880
20001016,1917.45,1917.56,1897.91,1902.81,-15.35,-0.8,6085036,6261005630
20001013,1927.35,1932.32,1911.36,1918.16,-8.17,-0.42,6642719,7491518750
20001012,1933.14,1933.33,1918.47,1926.32,-7.4,-0.38,7226056,7821239380
20001011,1944.25,1948.01,1931.46,1933.73,-8.42,-0.43,7252889,7847945000
20001010,1917.9,1942.17,1917.68,1942.15,26.8,1.4,6677506,7182732500
20001009,1912.08,1915.5,1897.24,1915.35,5.19,0.27,5166776,5833385630
20010330,2101.1,2112.83,2096.28,2112.78,11.12,0.53,24367148,15426431250
20010329,2107.22,2111.73,2096.93,2101.66,-5.22,-0.25,15510812,15692846250
20010328,2109.76,2112.88,2096.92,2106.87,-0.38,-0.02,15672518,15624801250
20010327,2096.5,2107.3,2090.9,2107.26,17.38,0.83,17883714,16466797500
20010326,2052.06,2089.99,2052.06,2089.88,36.34,1.77,21154246,15400872500
20010323,2091.18,2093.95,2052.56,2053.54,-33.99,-1.63,24221622,19344248750
20010322,2071.2,2087.53,2068.14,2087.53,21.14,1.02,23619556,18593021250
20010321,2047.63,2066.39,2046.43,2066.39,20.6,1.01,19606416,14004242500
20010320,2039.55,2045.94,2037.17,2045.79,9.18,0.45,12438004,11823416250
20010319,2019.85,2036.63,2017.49,2036.62,16.38,0.81,13918484,12101587500
20010316,2023.03,2024.28,2011.99,2020.24,-2.37,-0.12,12309716,10720437500
20010315,2019.73,2027.33,2017.59,2022.6,3.99,0.2,13727997,11939290000
20010314,1996.15,2018.62,1994.94,2018.62,19.92,1,10675446,9352683130
20010313,2012.16,2012.77,1992.17,1998.7,-13.85,-0.69,13787212,10923838750
20010312,2013.31,2015.6,2004.96,2012.55,0.89,0.04,12319635,10871811250
20010309,2003.21,2015.5,1999.48,2011.66,10.76,0.54,15653669,13225850000
20010308,1990.64,2002.25,1989.87,2000.9,9.72,0.49,11474609,9397703750
20010307,1991.28,1996.85,1986.04,1991.18,1.12,0.06,13890054,10693875000
20010306,1986.73,1990.06,1977.11,1990.06,5.86,0.3,20872240,14487168750
20010305,1991.28,1993.81,1979.65,1984.2,-0.91,-0.05,10719359,7948026880
20010302,1969.06,1987.39,1968.96,1985.11,19.99,1.02,15163578,9045783130
20010301,1959.01,1968.36,1953.72,1965.12,5.94,0.3,11667369,8403775630
20010228,1964.36,1965.02,1950.93,1959.18,-2.86,-0.15,6141354,6860471880
20010227,1956.27,1962.28,1946.98,1962.04,7.35,0.38,7398594,6875915630
20010226,1940.77,1954.78,1935.55,1954.69,18.35,0.95,7624348,7163293750
20010223,1906.91,1936.63,1906.55,1936.35,29.09,1.53,6209740,5815828130
20010222,1901.99,1922.46,1893.78,1907.26,-2.07,-0.11,5054734,5336661880
20010221,1948.42,1948.42,1901.21,1909.33,-43.89,-2.25,7617817,7654377500
20010220,1969.78,1980.39,1947.26,1953.22,-14.33,-0.73,6435934,6580741880
20010219,1942.58,1969.35,1935.65,1967.55,25.59,1.32,5846083,5439100000
20010216,1942.05,1942.12,1911.87,1941.96,-4.52,-0.23,6750210,6347095000
20010215,1963.45,1966.92,1944.56,1946.48,-16.72,-0.85,4506756,4397333750
20010214,1962.74,1966.84,1956.42,1963.2,-0.33,-0.02,4382153,4323174690
20010213,1962.53,1974,1958.99,1963.53,2.31,0.12,5403514,5318757500
20010212,1958.66,1961.81,1935.59,1961.22,4.25,0.22,7203075,6802570000
20010209,1935.19,1963.33,1935.19,1956.97,26.83,1.39,11237019,8405287500
20010208,1977.56,1986.9,1926.4,1930.14,-49.8,-2.52,8885737,7956579380
20010207,1995.6,1998.25,1978.6,1979.94,-15.38,-0.77,5882229,5378365630
20010206,1999.72,1999.73,1956.18,1995.32,-12.72,-0.63,9528427,8394835630
20010205,2069.86,2072.55,2005.68,2008.03,-57.57,-2.79,8974243,7827931880
20010119,2046.58,2067.88,2046.54,2065.61,22.5,1.1,11831264,9318026880
20010118,2033.69,2049.36,2033.58,2043.11,8.53,0.42,10341571,8913571880
20010117,2046.38,2048.7,2031.76,2034.58,-11.3,-0.55,7324134,6883815630
20010116,2018.3,2045.95,2007.71,2045.89,13.44,0.66,11583722,10803420000
20010115,2097.09,2097.09,2030.29,2032.44,-72.3,-3.44,14998588,14112385000
20010112,2116.85,2117.73,2100.27,2104.75,-14.39,-0.68,10660882,11404471250
20010111,2129.61,2131.37,2117.03,2119.14,-6.47,-0.3,14072209,15104985000
20010110,2102.09,2125.67,2102.07,2125.62,24.48,1.17,12916883,13466762500
20010109,2099.32,2111.1,2082.84,2101.14,-0.93,-0.04,11649338,11961120000
20010108,2128.6,2131.98,2092.1,2102.06,-23.24,-1.09,14787085,16322580000
20010105,2117.66,2125.38,2114.06,2125.3,7.9,0.37,13288175,15279360000
20010104,2125.49,2127.42,2113.18,2117.41,-6.49,-0.31,13423540,14704512500
20010103,2108.25,2123.9,2105.5,2123.9,20.43,0.97,17157672,18199506250
20010102,2077.08,2103.54,2074.88,2103.47,29.99,1.45,18650746,14599877500
20010629,2218.57,2225.35,2214.16,2218.03,-1.22,-0.06,17230252,10937972500
20010628,2231.37,2237.49,2213.58,2219.25,-10.58,-0.47,13362484,13559903750
20010627,2234.71,2237.52,2223.81,2229.83,-3.76,-0.17,12349234,13473717500
20010626,2234.07,2236.78,2223.5,2233.59,3.39,0.15,16016553,16700823750
20010625,2210.07,2230.22,2210.04,2230.2,24.13,1.09,14715507,14893072500
20010622,2191.36,2206.51,2188.94,2206.07,16.92,0.77,12275331,11020003750
20010621,2164.12,2189.23,2164.09,2189.15,26.02,1.2,10926355,8684445630
20010620,2171.01,2180.73,2157.4,2163.12,-7.33,-0.34,8067520,8901811880
20010619,2163.32,2174.21,2158.76,2170.45,2.81,0.13,9162338,10590191250
20010618,2211.89,2214.11,2157.12,2167.65,-43.32,-1.96,17262698,16784742500
20010615,2196.69,2212.09,2188.25,2210.97,8.57,0.39,14649235,16089480000
20010614,2243.3,2245.44,2201.01,2202.4,-40.03,-1.78,17901196,18603638750
20010613,2227.07,2242.42,2226.88,2242.42,19.46,0.88,13948556,16182048750
20010612,2213.55,2223.3,2211.86,2222.96,8.34,0.38,13822778,14913968750
20010611,2223.8,2226.61,2206.64,2214.62,-8.45,-0.38,15323698,14245826250
20010608,2229.21,2229.41,2211.75,2223.07,-6.74,-0.3,15120425,14879943750
20010607,2241.01,2242.69,2223.41,2229.81,-8.69,-0.39,15404849,15027752500
20010606,2237.99,2241.09,2224.3,2238.5,3.51,0.16,16878380,17704816250
20010605,2229.25,2235.5,2226.82,2234.99,8.21,0.37,24038726,18306242500
20010604,2223.91,2229.06,2222.23,2226.78,7.19,0.32,25639842,19769075000
20010601,2216.56,2223.26,2212.16,2219.59,5.33,0.24,17805808,18117668750
20010531,2217.87,2222.65,2208.88,2214.26,3.06,0.14,18573080,17550012500
20010530,2180.62,2211.21,2180.53,2211.2,30.93,1.42,19024930,15352907500
