日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅(%),成交量(股),成交金额(元)
19920916,762.29,776.68,738.16,769.04,30.88,4.18,143926,203054000
19920915,727.11,751.22,694.32,738.16,3.18,0.43,119373,157671010
19920914,762.82,793.36,714.93,734.98,-41.31,-5.32,137270,195830000
19920911,773.22,789.18,719.39,776.29,83.51,12.05,117294,165860000
19920910,643.21,695.18,622.01,692.78,57.04,8.97,113109,142571990
19920909,613.44,643.77,608.06,635.74,-4.38,-0.68,111908,131748990
19920908,653.36,702.83,595.42,640.12,-62.71,-8.92,100634,130823990
19920907,745.69,788.15,700.79,702.83,-50.75,-6.73,87105,135455000
19920904,759.54,776.18,749.46,753.58,-10.53,-1.38,98772,130811000
19920903,749.22,781.33,742.74,764.11,-23.56,-2.99,163730,206650000
19920902,803.83,826.68,783.96,787.67,-37.29,-4.52,93924,140241990
19920901,826.96,832.84,807.37,824.96,1.69,0.21,78694,87528990
19920831,833.5,848.4,823.02,823.27,-24.93,-2.94,54296,77675000
19920828,851.6,866.98,825.01,848.2,-15.57,-1.8,74884,95683990
19920827,874.75,880.02,861.64,863.77,-13.48,-1.54,54258,89723000
19920826,841.42,877.25,827.36,877.25,27.68,3.26,126153,153391990
19920825,868.1,887.49,848.05,849.57,-34.53,-3.91,84662,135091990
19920824,888.95,920.85,881.33,884.1,-32.15,-3.51,99347,155058000
19920821,916.99,938.37,912.89,916.25,-16.07,-1.72,170567,189594000
19920820,930.7,946.73,918.65,932.32,-7.19,-0.77,160565,177487990
19920819,920.66,951.16,888.23,939.51,6.07,0.65,75952,131836000
19920818,954.89,999.69,921.98,933.44,-6.02,-0.64,148494,259400980
19920817,898.66,940.76,858.38,939.46,81.08,9.45,113357,190291000
19920814,857.1,900.51,818.12,858.38,7.44,0.87,104407,159447000
19920813,797.17,890.06,745.62,850.94,69.73,8.93,115594,171260000
19920812,675,843.3,627.36,781.21,-82.2,-9.52,144831,188801000
19920811,926.81,961.61,797.6,863.41,-100.68,-10.44,106999,153828000
19920810,992.73,1006.64,956.55,964.09,-41.14,-4.09,81781,111257000
19920807,1003.22,1006.11,995.71,1005.23,3.06,0.31,78256,101706000
19920806,988.38,1010.76,983.22,1002.17,-10.38,-1.03,72555,108106000
19920805,1015.76,1038.3,1011.66,1012.55,-23.08,-2.23,61146,76139000
19920804,1018.3,1036.33,1016.16,1035.63,4.08,0.4,52472,63035000
19920803,1034.7,1060.36,1026.83,1031.55,-20.52,-1.95,60103,73754000
19920731,1045.67,1052.07,1032.54,1052.07,-5.33,-0.5,87149,77149000
19920730,1067.45,1087.36,1043.79,1057.4,-29.72,-2.73,99108,88690000
19920729,1078.31,1108.06,1047.03,1087.12,-18.83,-1.7,68987,85225000
19920728,1126.88,1148.63,1102.02,1105.95,-43.38,-3.77,78387,105616000
19920727,1169.42,1178.81,1108.05,1149.33,7.31,0.64,59560,122256990
19920724,1165.89,1178.9,1014.08,1142.02,127.45,12.56,57155,100041000
19920723,1020.07,1033.75,961.61,1014.57,-21.09,-2.04,77014,137012990
19920722,1059.22,1081.81,1034.91,1035.66,-46.73,-4.32,47347,105623000
19920721,1087.61,1096.49,1079.75,1082.39,-16.43,-1.5,35912,66221000
19920720,1100.6,1126.96,1094.81,1098.82,-26.74,-2.38,31699,67313000
19920717,1121.49,1134.32,1116.14,1125.56,0.92,0.08,62671,115821000
19920716,1114.13,1214.83,1108.23,1124.64,16.95,1.53,50464,151031990
19920715,1107.18,1135.57,1100.16,1107.69,-6.36,-0.57,44812,121583990
19920714,1124.65,1139.96,1110.19,1114.05,-22.28,-1.96,44462,95340000
19920713,1156.83,1198.9,1131.21,1136.33,-52.29,-4.4,51595,123468000
19920710,1175.14,1192.98,1166.45,1188.62,10.09,0.86,58149,134101000
19920709,1172.44,1187.18,1168.78,1178.53,-6.97,-0.59,53216,130815000
19920708,1192.37,1211.27,1182.72,1185.5,-20.96,-1.74,68043,138880000
19920707,1201.01,1206.91,1195.81,1206.46,5.45,0.45,68826,204760000
19920706,1197.76,1215.24,1190.27,1201.01,11.85,1,63782,195780000
19920703,1189.09,1193.39,1183.96,1189.16,1.68,0.14,75245,190397990
19920702,1187.3,1198.66,1179.86,1187.48,-6.7,-0.56,46512,101151000
19920701,1199.54,1215.13,1182.05,1194.18,2.99,0.25,58330,122926000
19921231,765.86,784.03,765.41,780.39,12.87,1.68,135511,180355000
19921230,775.07,777.43,767.07,767.52,-1.39,-0.18,152735,194586000
19921229,759.54,769.61,754.54,768.91,11.6,1.53,149864,187124980
19921228,764.43,772.29,756.89,757.31,-6.97,-0.91,152167,178234000
19921225,768.68,781.36,761.89,764.28,5.69,0.75,261687,366032970
19921224,731.55,758.59,731.31,758.59,26.54,3.63,166752,217227990
19921223,723.84,736.27,721.44,732.05,6.27,0.86,113159,138606000
19921222,731.58,731.9,724.74,725.78,-5.9,-0.81,183322,233272990
19921221,709.87,731.68,697.7,731.68,33.55,4.81,277037,411628980
19921218,715.72,721.26,690.45,698.13,-9.69,-1.37,102336,142492990
19921217,689.14,707.82,685.65,707.82,22,3.21,116802,150199000
19921216,671.45,690.25,663.17,685.82,3.58,0.52,121331,135191010
19921215,699.83,713.9,682.24,682.24,-22.83,-3.24,141703,166197990
19921214,741.06,748.19,668.07,705.07,-17.21,-2.38,188141,231871990
19921211,664.61,735.62,628.91,722.28,97.05,15.52,307490,372689960
19921210,668.46,693.41,592.78,625.23,-51.22,-7.57,227439,258176000
19921209,737.94,752.89,661.66,676.45,-77.49,-10.28,276204,342673980
19921208,796.63,811.57,743.9,753.94,-39.31,-4.96,433660,596425000
19921207,765.87,803.12,757.34,793.25,-13.77,-1.71,250742,339071020
19921204,833.23,841.02,807.02,807.02,-1.18,-0.15,305753,461615000
19921203,760.65,826.06,739.03,808.2,86,11.91,301014,428632970
19921202,694.88,722.2,690.63,722.2,5.46,0.76,181421,225079000
19921201,718.99,749.89,713.85,716.74,-7.86,-1.08,215404,259136000
19921130,682.08,727.13,637.67,724.6,86.93,13.63,370655,466138980
19921127,593.68,682.4,490.54,637.67,75.66,13.46,266915,303435000
19921126,674.74,752.32,562.01,562.01,-9.62,-1.68,387633,451183980
19921125,485.16,571.63,441.54,571.63,131.59,29.9,302928,264883010
19921124,414.84,448.44,410.81,440.04,29.65,7.22,175095,125233990
19921123,404.05,410.57,401.82,410.39,8.95,2.23,133314,91610000
19921120,394.9,401.44,394.31,401.44,2.49,0.62,86477,55774000
19921119,409.61,412.23,395.16,398.95,-8.66,-2.12,115030,76385000
19921118,400.01,407.61,389.59,407.61,14.09,3.58,93285,59699000
19921117,390.09,399.08,386.85,393.52,-5.8,-1.45,100762,67791000
19921116,402.02,415.64,397.63,399.32,-14.77,-3.57,107074,67165000
19921113,418.49,421.67,413.3,414.09,-1.7,-0.41,116763,79106000
19921112,408.42,416.22,402.33,415.79,5.63,1.37,121120,87130000
19921111,402.79,410.16,388.32,410.16,9.63,2.4,104914,70781000
19921110,404.49,428.34,391.17,400.53,-28.08,-6.55,124661,89992000
19921109,439.81,459.04,424.68,428.61,-28.44,-6.22,95622,71923000
19921106,460.54,468.59,455.73,457.05,-5.58,-1.21,73791,52648000
19921105,460.96,470.89,457.03,462.63,-7.27,-1.55,95464,72446000
19921104,474.82,481.6,465.09,469.9,-9.91,-2.07,128590,85452000
19921103,481.34,487.07,465.6,479.81,2.2,0.46,125543,90717000
19921102,471.18,508.81,465.55,477.61,-29.64,-5.84,126226,99006000
19921030,494.66,507.25,484.45,507.25,23,4.75,146510,129963990
19921029,468.72,484.51,455.22,484.25,21.04,4.54,124059,94125000
19921028,466.73,470.98,447.93,463.21,12.93,2.87,116311,103788000
19921027,465.75,506.28,448.28,450.28,-56.66,-11.18,141388,128776000
19921026,539.5,561.5,504.81,506.94,-52.79,-9.43,125657,125483990
19921023,534.41,577.52,524.07,559.73,19.93,3.69,114981,114178000
19921022,557.03,584.91,535.79,539.8,-45.9,-7.84,138728,149733990
19921021,597.15,616.29,577.23,585.7,-30.59,-4.96,91927,107881000
19921020,634.43,663.65,604.5,616.29,-16.11,-2.55,94609,103067000
19921019,643.8,667.46,632.4,632.4,-32.35,-4.87,81039,100268000
19921016,664,668.57,661.2,664.75,1.22,0.18,68851,91893000
19921015,654.33,667,650.92,663.53,-0.22,-0.03,75758,106075000
19921014,661.07,673.94,648.84,663.75,-10.24,-1.52,105525,142120990
19921013,694.1,701.3,669.56,673.99,-16.58,-2.4,112238,158356990
19921012,687.45,713.77,661.99,690.57,30.28,4.59,110752,149660000
19921009,664.44,668.73,643.68,660.29,16.6,2.58,93947,114917000
19921008,648.96,671.67,640.22,643.69,-21.57,-3.24,84532,96306000
19921007,676.56,676.84,664.43,665.26,-8.98,-1.33,53830,60947000
19921006,682.92,692.62,664.27,674.24,-5.38,-0.79,71613,97525000
19921005,676.47,702.32,668.9,679.62,-22.7,-3.23,94116,109752000
19930331,953.29,957.94,918.4,925.91,-32.14,-3.35,235056,313306990
19930330,973.08,992.11,958.05,958.05,-12.4,-1.28,271616,339809960
19930329,1008.4,1047.88,961.49,970.45,-69.31,-6.67,244217,351143980
19930326,969.24,1039.76,945.93,1039.76,94.34,9.98,512568,759832970
19930325,963.53,965.96,913.74,945.42,-11.55,-1.21,219465,309520000
19930324,965.58,996.58,956.97,956.97,-14.28,-1.47,220169,315252990
19930323,1035.6,1035.63,958.42,971.25,-65.67,-6.33,350248,548908010
19930322,1148.29,1179.05,1036.92,1036.92,-138.07,-11.75,377138,645849960
19930319,1188.37,1207.56,1171.73,1174.99,-9.49,-0.8,263663,431657970
19930318,1203.2,1206.59,1171.43,1184.48,-18.37,-1.53,176715,309780000
19930317,1238.8,1239.33,1193.59,1202.85,-19.7,-1.61,165707,309235000
19930316,1167.91,1222.55,1155.1,1222.55,50.82,4.34,243174,435520980
19930315,1226.66,1241.04,1171.73,1171.73,-64.64,-5.23,256755,514230000
19930312,1280.37,1286.07,1231.39,1236.37,-25.43,-2.02,402110,970838980
19930311,1219.47,1261.8,1196.25,1261.8,72.83,6.13,448178,1060953980
19930310,1099.52,1190.33,1089.36,1188.97,51.18,4.5,301790,691214920
19930309,1160.13,1209.66,1129.81,1137.79,-71.86,-5.94,391658,861923980
19930308,1133.52,1325.49,1133.46,1209.65,100.11,9.02,759314,1862035940
19930305,1116.41,1180.58,1026.18,1109.54,-49.59,-4.28,484992,919756950
19930304,1231.92,1244.65,1131.29,1159.13,-72.64,-5.9,277967,529911990
19930303,1263.74,1267.54,1220.03,1231.77,-13.34,-1.07,193539,378383980
19930302,1207.57,1285.17,1186.34,1245.11,45.38,3.78,399956,858823980
19930301,1328.22,1339.1,1199.73,1199.73,-140.15,-10.46,425901,891106950
19930226,1436.99,1444.05,1320.89,1339.88,-70.48,-5,650262,1613234060
19930225,1271.2,1421.35,1261.76,1410.36,145.4,11.49,595583,1400825940
19930224,1310.04,1346.48,1196.47,1264.96,-102.4,-7.49,720960,1506185000
19930223,1420.63,1466.07,1346.15,1367.36,-88.93,-6.11,471463,992925000
19930222,1487.84,1527.13,1453.31,1456.29,-43.45,-2.9,477999,941932970
19930219,1471.56,1514.46,1441.07,1499.74,-8.48,-0.56,504569,1482041880
19930218,1503.72,1538.61,1497.79,1508.22,4.22,0.28,442316,997228980
19930217,1515.25,1533.58,1502.88,1504,-9.48,-0.63,374017,956165000
19930216,1555.15,1558.95,1504.36,1513.48,-23.34,-1.52,493707,1218623980
19930215,1544.1,1544.1,1499.1,1536.82,78.06,5.35,716437,1598791000
19930212,1378.2,1458.76,1352.27,1458.76,61.38,4.39,853779,1250749060
19930211,1495.92,1497.01,1364.67,1397.38,-57.08,-3.92,731658,1400213910
19930210,1500.52,1528.51,1448.07,1454.46,-20.46,-1.39,788796,1793074840
19930209,1427.33,1483.52,1426.48,1474.92,81.75,5.87,764792,1652640940
19930208,1339.59,1393.34,1334.19,1393.17,60.21,4.52,622541,1165095000
19930205,1371.34,1404.64,1325.85,1332.96,-38.62,-2.82,651564,1397212970
19930204,1323.13,1371.58,1297.46,1371.58,71.02,5.46,556916,1120555000
19930203,1321.63,1326.19,1265.7,1300.56,-10.02,-0.76,560566,1019045000
19930202,1292.4,1325.24,1291.99,1310.58,32.08,2.51,614413,1194551020
19930201,1242.35,1278.5,1222.18,1278.5,80.02,6.68,683441,1296071020
19930129,1156.84,1198.48,1140.24,1198.48,48.11,4.18,520097,815953980
19930128,1182.39,1186.21,1146.9,1150.37,-12.07,-1.04,460101,815768980
19930127,1126.37,1162.44,1113.57,1162.44,62.13,5.65,472632,810902970
19930122,1074.36,1109.59,1073.64,1100.31,26.05,2.42,325643,527931990
19930121,1051.6,1077.82,1046.18,1074.26,30.95,2.97,301864,491452970
19930120,990.09,1050.11,984.74,1043.31,51.48,5.19,258376,411583980
19930119,1053.52,1064.08,991.83,991.83,-63.49,-6.02,332610,611132030
19930118,1067.98,1078.03,1052.8,1055.32,-8.44,-0.79,338369,534250980
19930115,1083.6,1099.83,1054.46,1063.76,-22.67,-2.09,466303,728896020
19930114,1053.91,1088.6,1036.03,1086.43,62.38,6.09,638404,992732030
19930113,996.41,1024.05,973.3,1024.05,36.79,3.73,395307,588489020
19930112,1001.93,1028.43,982.15,987.26,9.84,1.01,624399,935386950
19930111,913.44,977.42,901.47,977.42,87.95,9.89,638851,950385000
19930108,882.57,893.86,878.33,889.47,20.5,2.36,373432,623601950
19930107,855.8,868.97,849.53,868.97,21.53,2.54,268447,363540000
19930106,881,883.42,843.16,847.44,33.4,-1.31,402871,566275940
19930105,813.34,859.19,813.34,858.72,44.68,5.49,340098,--
19930104,784.13,816.64,777.16,814.04,33.65,4.31,183850,263004980
19930630,1037.89,1043.05,1003.86,1007.05,-21.39,-2.08,580651,1106797030
19930629,1008.23,1037.49,1002.61,1028.44,26.02,2.6,832428,1468987970
19930628,1006.63,1010.52,983.97,1002.42,-4.22,-0.42,328364,496783010
19930625,979.93,1041.22,979.93,1006.64,26.47,2.7,224396,312422010
19930624,985.62,993.8,974.17,980.17,-5.85,-0.59,137405,152818000
19930623,981.4,991.21,980.53,986.02,4.89,0.5,136034,132856990
19930622,972.1,987.07,971.63,981.13,3.52,0.36,163053,162668980
19930621,1003.98,1003.98,967.74,977.61,-28.37,-2.82,175266,270902010
19930618,994.2,1007.25,989.21,1005.98,7.98,0.8,148634,246543980
19930617,998.21,1016.23,998,998,-6.24,-0.62,134334,217201000
19930616,1004.4,1013.81,997.33,1004.24,2.63,0.26,150297,253328980
19930615,998.7,1002.96,981.84,1001.61,1.18,0.12,233735,382174020
19930614,1046.07,1046.07,990.16,1000.43,-46.57,-4.45,421872,819934920
19930611,1043.94,1052.56,1024.2,1047,2.56,0.25,279582,482831990
19930610,1069.36,1070.06,1040.38,1044.44,-20.75,-1.95,323044,582025000
19930609,1071.33,1081.18,1053.32,1065.19,-9.39,-0.87,454705,682380000
19930608,1094.11,1101.69,1054.31,1074.58,9.6,0.9,1012363,1905350940
19930607,1006.26,1068.84,982.03,1064.98,60.68,6.04,449563,821818980
19930604,1024.74,1031.03,981.89,1004.3,-13.99,-1.37,501040,851142030
19930603,1102.08,1177.91,961.32,1018.29,-62.91,-5.82,1103748,2175692970
19930602,958.61,1081.2,904.32,1081.2,152.62,16.44,998846,1632418910
19930601,935.9,935.9,859.48,928.58,-6.9,-0.74,275858,318071990
19930531,975.05,980.03,930.64,935.48,-37.29,-3.83,341908,329465000
19930528,962.21,980.96,959.25,972.77,9.16,0.95,218419,315795000
19930527,1001.19,1001.63,942.21,963.61,-31.84,-3.2,253022,333873980
19930526,1003.89,1008.55,992.94,995.45,-2.5,-0.25,202565,314099000
19930525,1020.32,1020.32,965.29,997.95,-28.18,-2.75,301064,475955980
19930524,1136.29,1143.97,1024.69,1026.13,-117.84,-10.3,386972,605215980
19930521,1177.3,1178.54,1133.2,1143.97,-21.43,-1.84,153564,246661990
19930520,1148.56,1175.2,1148.56,1165.4,18.18,1.58,243879,418851990
19930519,1129.1,1147.22,1127.43,1147.22,16.96,1.5,117362,192081000
19930518,1140.04,1148.34,1128.75,1130.26,-9.78,-0.86,194902,331718980
19930517,1162.07,1162.07,1097.61,1140.04,-27.43,-2.35,194832,333078010
19930514,1180.46,1201.44,1161.19,1167.47,-9.81,-0.83,257025,499320980
19930513,1140.21,1177.28,1140.21,1177.28,37.09,3.25,193316,362446990
19930512,1138.52,1160.51,1133.93,1140.19,3.45,0.3,248629,490369960
19930511,1124.85,1138.49,1107.66,1136.74,8.45,0.75,241421,435012970
19930510,1216.72,1221.98,1110.94,1128.29,-71.52,-5.96,397381,776772970
19930507,1194.26,1210.78,1159.16,1199.81,36.89,3.17,432208,857567970
19930506,1250.39,1250.39,1151.49,1162.92,-83.9,-6.73,465678,960345000
19930505,1232.65,1273.13,1204.06,1246.82,5.66,0.46,460096,956152970
19930504,1352.08,1365.92,1234.55,1241.16,-111.08,-8.21,712924,1678568910
19930503,1365.15,1380.5,1349.98,1352.24,-6.54,-0.48,595189,1211642970
19930430,1341.54,1363.11,1336.59,1358.78,9.1,0.67,399490,816128980
19930429,1377.04,1392.62,1348.38,1349.68,-22.82,-1.66,502554,1042872970
19930428,1371.1,1382.83,1357.91,1372.5,9.06,0.66,688094,1349145000
19930427,1379.43,1391.42,1360.83,1363.44,17.83,1.33,911528,2066885000
19930426,1298.92,1345.73,1282.54,1345.61,85.36,6.77,774385,1926984840
19930423,1288.51,1295.76,1255.87,1260.25,-7.1,-0.56,556849,1199953980
19930422,1227.1,1267.35,1220.27,1267.35,44.79,3.66,344892,718871950
19930421,1234.71,1243.47,1220.09,1222.56,-12.96,-1.05,280275,506461990
19930420,1257.1,1257.1,1233.72,1235.52,12.3,1.01,450074,941171950
19930419,1203.85,1241.86,1185.76,1223.22,8.47,0.7,478577,879193980
19930416,1282.79,1287.08,1211.83,1214.75,-64.09,-5.01,651470,1327287970
19930415,1265.3,1298.34,1255.94,1278.84,6.45,0.51,597305,1191251950
19930414,1304.33,1341.19,1247.83,1272.39,-24.97,-1.92,880809,2337361880
19930413,1204.75,1297.84,1201.07,1297.36,93.82,7.8,668121,1363105000
19930412,1254.62,1276.41,1195.57,1203.54,-39.48,-3.18,638958,1264504920
19930409,1322.07,1340.91,1236.46,1243.02,4.15,0.34,1069085,2057902970
19930408,1099.62,1238.87,1099.62,1238.87,139.25,12.66,1044269,1879531000
19930407,1108.64,1158.74,1076.45,1099.62,40,3.77,1019684,1806202970
19930406,949.81,1064.87,949.05,1059.62,111.75,11.79,538943,758332030
19930405,945.58,947.9,924.49,947.87,3.86,0.41,180060,200021000
19930402,953.51,968.05,940.55,944.01,-3.22,-0.34,184978,266861990
19930401,921.59,949.77,915.59,947.23,21.32,2.3,138294,198180000
19930930,887.13,896.58,883.55,890.27,4.15,0.47,524829,610470000
19930929,904.76,909.84,885.46,886.12,-12.03,-1.34,488694,469278980
19930928,886.11,898.15,883.92,898.15,17.17,1.95,559591,553948010
19930927,876.61,884.3,876.39,880.98,5.17,0.59,312158,318673980
19930924,873.16,915.06,864.38,875.81,-8.21,-0.93,467085,568177970
19930923,882.68,888.82,881.68,884.02,2.78,0.32,172349,167679000
19930922,891.05,892.32,881.04,881.24,-8.99,-1.01,179432,169931990
19930921,875.13,896.68,875.13,890.23,15.23,1.74,266000,297139000
19930920,875.97,878.23,865.74,875,-6.41,-0.73,177122,178963010
19930917,874.51,883.17,868.74,881.41,6.33,0.72,142359,169476990
19930916,885.02,885.79,874.35,875.08,-5.7,-0.65,114538,116415000
19930915,876.38,903.24,876.25,880.78,4.16,0.47,100191,112045000
19930914,875.14,879.93,865.61,876.62,-2.62,-0.3,138936,159393990
19930913,895.62,895.62,873.55,879.24,-24.32,-2.69,295061,340126020
19930910,887.83,908.91,887.65,903.56,1.9,0.21,171504,185086000
19930909,911.95,914.79,900.82,901.66,-7.47,-0.82,237052,324867990
19930908,907.98,918.26,896.56,909.13,0.09,0.01,263978,313452990
19930907,947.12,947.12,908.29,909.04,-38.49,-4.06,345944,454291990
19930906,940.46,947.53,933.74,947.53,24.84,2.69,497809,655361020
19930903,907.89,926.11,905.71,922.69,21.3,2.36,323168,404958980
19930902,894.27,901.39,893,901.39,7.42,0.83,171555,154355000
19930901,898.01,900.18,886.57,893.97,-1.71,-0.19,245553,199892990
19930831,895.76,909.72,893.99,895.68,-3.59,-0.4,169092,187428980
19930830,901.09,911.18,884.51,899.27,4.68,0.52,231770,265575000
19930827,903.47,903.77,886.3,894.59,-9.32,-1.03,411332,523031990
19930826,913.27,914.15,896,903.91,-7.49,-0.82,170181,193441000
19930825,904.74,921.21,904.74,911.4,16.96,1.9,285673,350712970
19930824,878.09,902.3,873.13,894.44,1.21,0.14,342213,386943980
19930823,933.72,937.3,888.68,893.23,-53.31,-5.63,497704,634803950
19930820,973,977.39,937.99,946.54,-21.97,-2.27,451256,571390980
19930819,944.58,980.43,944.47,968.51,20.58,2.17,448297,625742970
19930818,974.11,988.14,947.93,947.93,-26.18,-2.69,642828,850556020
19930817,1042.42,1042.47,973.48,974.11,-49.76,-4.86,1542719,2112172970
19930816,969.9,1023.87,967.35,1023.87,76.61,8.09,1432882,1921105940
19930813,929.42,947.26,922.52,947.26,30.22,3.3,1332467,1521375940
19930812,896.74,917.96,893.51,917.04,34.02,3.85,1015689,1079757890
19930811,862.4,883.02,861.78,883.02,20.94,2.43,435531,457620000
19930810,897.46,911.77,861.19,862.08,-23.19,-2.62,1438811,1680655940
19930809,866.65,887.45,861.34,885.27,29.75,3.48,1088235,1380780000
19930806,841.39,860.73,841.39,855.52,6.22,0.73,524069,617720000
19930805,853.71,863.94,842.72,849.3,-1.24,-0.15,538329,602014960
19930804,833.4,855.86,823,850.54,17.82,2.14,343278,313256000
19930803,842.29,853.35,830.67,832.72,-10.55,-1.25,307480,358106990
19930802,885.31,913.15,842.35,843.27,-37.8,-4.29,1327101,1518909060
19930730,810.09,901.12,810.09,881.07,74.4,9.22,1222136,1433112970
19930729,801.16,810.63,801.16,806.67,8.34,1.04,259667,250168980
19930728,792.88,818.06,791.23,798.33,6.71,0.85,439473,498867970
19930727,788.19,798.85,777.73,791.62,3.81,0.48,148110,170851000
19930726,810.07,810.07,787.8,787.81,-25.73,-3.16,245459,234455000
19930723,816.08,818.55,811.47,813.54,-1.99,-0.24,202724,173168980
19930722,812.1,815.53,804.1,815.53,3.79,0.47,148959,119825000
19930721,809.53,820.07,808.2,811.74,3.53,0.44,162937,145735000
19930720,835.79,838.34,803.22,808.21,-28.77,-3.44,194281,242551000
19930719,846.87,849.04,836.71,836.98,-9.89,-1.17,336058,286146990
19930716,841.62,849.66,839.28,846.87,8.17,0.97,190163,269163010
19930715,833.89,847.3,830.61,838.7,2.31,0.28,179234,227157990
19930714,870.05,870.05,833.08,836.39,-33.66,-3.87,308157,469980980
19930713,853.66,870.05,853.66,870.05,24.53,2.9,284326,376500980
19930712,855.5,855.5,828.55,845.52,-23.05,-2.65,433849,533241950
19930709,896.16,896.24,865.31,868.57,-27.59,-3.08,174936,232010000
19930708,904.46,909.11,895.62,896.16,-7.63,-0.84,120236,163976990
19930707,897.22,909.93,869.65,903.79,6.15,0.69,233996,326028980
19930706,938.42,938.42,895.69,897.64,-54.67,-5.74,326224,476734020
19930705,976.67,980.92,946.87,952.31,-34.67,-3.51,286417,436288980
19930702,995.7,1002.87,986.98,986.98,-10.55,-1.06,264050,372538980
19930701,1000.8,1009.89,980.05,997.53,-9.52,-0.95,399043,636201020
19931231,829.16,834.86,825.46,833.8,7.57,0.92,697063,687526020
19931230,819.14,835.21,816.36,826.23,5.07,0.62,739747,802905000
19931229,839.56,839.56,820.06,821.16,-18.41,-2.19,937012,1155118980
19931228,851.38,854.65,836.17,839.57,-0.33,-0.04,1438026,1933942970
