1.中国银行:
标题,阅读,评论,字数,影响力,时间
601988:中国银行董事会决议公告,28722,2,810,0.0,2016-07-18 17:08:06
2015年三季报点评：业绩和资产质量均承压,16131,7,1185,0.0,2015-11-02 11:34:03
中国银行出售华能20%股份 获23.62亿元净收益,24141,4,374,0.0,2015-12-30 14:54:54
中国银行(601988)融资融券信息(07-15),2431,5,25,0.0,2016-07-16 07:49:53
601988:中国银行关于拟议资产重组的进展公告,54289,13,1046,0.0,2016-06-30 16:28:17
目前持有199400股，成本2.904，继续热烈邀请主,66438,300,208,3.5,2015-09-17 21:15:54
601988:中国银行2015年度A股派息实施公告,154255,25,1909,0.0,2016-06-16 16:47:44
601988:中国银行2015年年度股东大会决议公告,44706,14,1364,0.0,2016-06-07 19:45:31
601988:中国银行关于中银航空租赁有限公司刊发,20021,7,1298,0.0,2016-05-19 07:47:32
601988:中国银行关于中银航空租赁有限公司拟议,26344,19,1958,0.0,2016-05-12 16:17:10
601988:中国银行关于中银航空租赁私人有限公司,32957,13,1075,0.0,2016-04-25 07:47:00
601988:中国银行2015年年度股东大会会议资料,23984,8,1811,0.0,2016-04-22 20:25:05
601988:中国银行关于首席风险官任职的公告,17449,7,567,0.0,2016-04-21 19:01:03
601988:中国银行H股公告(香港联合交易所有限公,35762,3,1045,0.0,2016-03-01 18:55:11
601988:中国银行H股公告（股份发行人的证券变动,39395,6,917,0.0,2016-02-01 17:03:19
601988:中国银行董事会决议公告,69737,18,775,0.0,2016-01-19 17:09:00
601988:中国银行关于副行长辞任的公告,50945,11,482,0.0,2016-01-14 18:24:23
601988:中国银行关于中群发展有限公司和中昌国,42217,14,1481,0.0,2015-12-29 20:26:01
601988:中国银行关于中国银行(香港)有限公司出,75293,40,1315,0.0,2015-12-18 20:55:11
601988:中国银行关于控股股东所持本行A股股份变,44115,13,501,0.0,2015-12-30 16:23:17
601988:中国银行关于召开2015年第一次临时股东,9909,8,1624,0.0,2015-11-18 16:35:38
601988:中国银行H股公告(股份发行人的证券变动,19230,8,919,0.0,2015-12-02 16:59:04
601988:中国银行第一期境内优先股股息派发实施,39684,24,1141,0.0,2015-11-15 13:47:01
601988:中国银行H股公告(股份发行人的证券变动,13752,5,919,0.0,2015-11-04 17:18:31
601988:中国银行关于外部监事辞任的公告,7724,10,483,0.0,2015-11-02 16:58:50
601988:中国银行董事会决议公告,16724,14,1802,0.0,2015-10-18 14:07:04
601988:中国银行境外优先股股息派发实施公告,11624,12,1260,0.0,2015-10-16 16:22:47
601988:中国银行H股公告,14027,7,534,0.0,2015-10-15 19:12:25
601988:中国银行H股公告(中期票据计划(「计划」,17692,4,904,0.0,2016-07-12 17:09:27
中国银行(601988)融资融券信息(07-12),4599,5,542,0.0,2016-07-13 07:42:02
中国银行拟推动中银香港转型国际性银行,15005,9,354,0.0,2016-07-05 21:10:12
那个天天拿净资产和分红说事的八戒，我就问你,9415,23,271,2.0,2016-07-03 10:45:05
今天，明天不卖掉就是傻逼，白交税,9083,14,139,3.0,2016-06-22 14:46:34
恭喜A股纳入MSCI成功，天才哥现在就告诉你们了,9492,15,186,4.5,2016-06-14 18:46:30
利空！保监会叫停1年期理财型保险产品 1-3年产,9058,16,415,4.5,2016-03-21 09:56:45
明后天会不会出百点长阳突破!,8783,12,183,4.0,2016-05-25 11:05:55
2015年中期业绩符合预期；维持买入评级,21039,12,954,0.0,2015-09-01 17:39:51
G20峰会，亚运会，一带一路龙头一一腾达建设,1808,5,22,4.0,2016-05-29 18:34:31
大家来投个票看看周一是涨是跌？,42778,69,156,4.5,2015-11-15 14:02:23
中国银行(601988)融资融券信息(06-02),8404,14,520,0.0,2016-06-03 07:45:23
买入“黑五类”；远离蓝筹垃圾股是你2016年解套,23318,24,191,3.0,2016-02-01 17:24:10
601988:中国银行关于中国银行(香港)有限公司出,43279,6,928,0.0,2016-05-27 18:45:02
中国银行(601988)融资融券信息(05-25),4909,15,510,0.0,2016-05-26 07:48:03
为什么中行跟其他三大行相左？,5592,10,177,4.0,2016-05-26 15:41:49
